Index  OmegaX[°/s]  OmegaY[°/s]  OmegaZ[°/s]  fX[m/s/s]  fY[m/s/s]  fZ[m/s/s]  Temperature[°C]  Roll[°]  Pitch[°]  Heading[°]  
51  -0.218369  -0.392311  -0.550147  0.105008  0.014542  9.717646  32.15  0.000  0.000  0.000  
52  -0.249400  -0.355044  -0.511566  0.090179  0.020861  9.728110  32.15  0.000  0.000  0.000  
53  -0.234109  -0.354211  -0.549427  0.101557  0.023597  9.720896  32.17  0.000  0.000  0.000  
54  -0.233316  -0.391765  -0.588130  0.094206  0.013754  9.733332  32.17  0.000  0.000  0.000  
55  -0.195855  -0.400416  -0.512147  0.095930  0.001979  9.743480  32.17  0.000  0.000  0.000  
56  -0.180063  -0.428886  -0.618514  0.088938  0.023006  9.745874  32.17  0.000  0.000  0.000  
57  -0.203888  -0.338667  -0.549281  0.089977  0.006106  9.737395  32.17  0.000  0.000  0.000  
58  -0.248626  -0.360933  -0.610570  0.085182  0.010322  9.736567  32.16  0.000  0.000  0.000  
59  -0.210915  -0.361710  -0.549978  0.090650  0.020263  9.728086  32.16  0.000  0.000  0.000  
60  -0.234096  -0.354644  -0.526818  0.096631  0.012750  9.744746  32.16  0.000  0.000  0.000  
61  -0.204178  -0.338618  -0.548921  0.088241  0.004112  9.726007  32.16  0.000  0.000  0.000  
62  -0.195970  -0.384279  -0.557250  0.096023  0.008163  9.723176  32.16  0.000  0.000  0.000  
63  -0.127991  -0.400463  -0.473952  0.100223  0.010021  9.728852  32.17  0.000  0.000  0.000  
64  -0.249701  -0.300736  -0.556428  0.089406  0.007347  9.739553  32.17  0.000  0.000  0.000  
65  -0.203585  -0.401177  -0.474255  0.085835  0.008188  9.750500  32.17  0.000  0.000  0.000  
66  -0.248576  -0.414912  -0.580481  0.089548  0.015657  9.705445  32.17  0.000  0.000  0.000  
67  -0.219457  -0.331681  -0.518614  0.096763  0.018822  9.718632  32.17  0.000  0.000  0.000  
68  -0.196116  -0.376052  -0.587234  0.098942  -0.001824  9.733642  32.17  0.000  0.000  0.000  
69  -0.226428  -0.369703  -0.534468  0.086469  0.010937  9.738353  32.17  0.000  0.000  0.000  
70  -0.241855  -0.346336  -0.564308  0.091265  0.006917  9.718015  32.17  0.000  0.000  0.000  
71  -0.241639  -0.339750  -0.511781  0.084545  0.004305  9.733991  32.17  0.000  0.000  0.000  
72  -0.225306  -0.437249  -0.603756  0.097769  0.008788  9.725411  32.17  0.000  0.000  0.000  
73  -0.233298  -0.385001  -0.542899  0.086410  0.017581  9.741879  32.16  0.000  0.000  0.000  
74  -0.287258  -0.347619  -0.519182  0.099034  0.007216  9.706404  32.16  0.000  0.000  0.000  
75  -0.272093  -0.346622  -0.564429  0.093165  0.018394  9.725652  32.16  0.000  0.000  0.000  
76  -0.233567  -0.393016  -0.519943  0.097216  0.014421  9.738596  32.16  0.000  0.000  0.000  
77  -0.249220  -0.361983  -0.549500  0.087141  0.016169  9.731118  32.16  0.000  0.000  0.000  
78  -0.165696  -0.399112  -0.564720  0.098531  0.015715  9.713294  32.17  0.000  0.000  0.000  
79  -0.188630  -0.377549  -0.504153  0.095506  0.015756  9.713765  32.17  0.000  0.000  0.000  
80  -0.188084  -0.399374  -0.565171  0.089457  0.015346  9.751777  32.17  0.000  0.000  0.000  
81  -0.180509  -0.446366  -0.497297  0.073939  0.008925  9.720222  32.17  0.000  0.000  0.000  
82  -0.204223  -0.346095  -0.556410  0.096162  0.017674  9.752270  32.17  0.000  0.000  0.000  
83  -0.234642  -0.331239  -0.548760  0.091960  0.014291  9.729235  32.18  0.000  0.000  0.000  
84  -0.211725  -0.339123  -0.526342  0.103847  0.011740  9.726928  32.18  0.000  0.000  0.000  
85  -0.189054  -0.369707  -0.511168  0.080019  0.014382  9.727781  32.18  0.000  0.000  0.000  
86  -0.264115  -0.393394  -0.512138  0.095427  0.006293  9.718781  32.18  0.000  0.000  0.000  
87  -0.241518  -0.347110  -0.527016  0.091131  0.007081  9.757765  32.18  0.000  0.000  0.000  
88  -0.271438  -0.385158  -0.550167  0.094775  0.005604  9.713538  32.15  0.000  0.000  0.000  
89  -0.188980  -0.337914  -0.579126  0.102631  0.007459  9.721133  32.15  0.000  0.000  0.000  
90  -0.174069  -0.323342  -0.533553  0.079874  0.008178  9.746859  32.15  0.000  0.000  0.000  
91  -0.219217  -0.346403  -0.549084  0.094189  0.001155  9.730716  32.15  0.000  0.000  0.000  
92  -0.293935  -0.400515  -0.558029  0.086377  0.004949  9.737490  32.15  0.000  0.000  0.000  
93  -0.234156  -0.355065  -0.504119  0.090008  0.007208  9.732550  32.16  0.000  0.000  0.000  
94  -0.241253  -0.423148  -0.542451  0.089614  0.020681  9.749884  32.16  0.000  0.000  0.000  
95  -0.225864  -0.384766  -0.550255  0.087699  0.021956  9.721318  32.16  0.000  0.000  0.000  
96  -0.257233  -0.340101  -0.496169  0.091817  0.002898  9.726868  32.16  0.000  0.000  0.000  
97  -0.188187  -0.377048  -0.534869  0.102476  0.006199  9.748768  32.16  0.000  0.000  0.000  
98  -0.203048  -0.413794  -0.618221  0.093033  0.009739  9.741630  32.15  0.000  0.000  0.000  
99  -0.287228  -0.331506  -0.564465  0.103832  0.012425  9.731495  32.15  0.000  0.000  0.000  
100  -0.181428  -0.338416  -0.548920  0.094977  0.022725  9.734386  32.15  0.000  0.000  0.000  
101  -0.271528  -0.401692  -0.482185  0.096036  0.010324  9.711089  32.15  0.000  0.000  0.000  
102  -0.211636  -0.384618  -0.541549  0.100333  0.008782  9.726830  32.15  0.000  0.000  0.000  
103  -0.219149  -0.353611  -0.571795  0.096048  0.005106  9.719603  32.19  0.000  0.000  0.000  
104  -0.257014  -0.376985  -0.564328  0.088498  0.023714  9.751785  32.19  0.000  0.000  0.000  
105  -0.188497  -0.345335  -0.594811  0.090073  0.017334  9.730932  32.19  0.000  0.000  0.000  
106  -0.211836  -0.309167  -0.496028  0.088881  0.017245  9.725638  32.19  0.000  0.000  0.000  
107  -0.293780  -0.384567  -0.595926  0.100874  0.024335  9.727712  32.19  0.000  0.000  0.000  
108  -0.226350  -0.360939  -0.594897  0.076357  0.015577  9.725656  32.15  0.000  0.000  0.000  
109  -0.218826  -0.353952  -0.557112  0.097872  0.017014  9.718281  32.15  0.000  0.000  0.000  
110  -0.233978  -0.384027  -0.587308  0.094929  0.012598  9.736023  32.15  0.000  0.000  0.000  
111  -0.218935  -0.369046  -0.564523  0.087072  0.008726  9.748135  32.15  0.000  0.000  0.000  
112  -0.264579  -0.315600  -0.586959  0.096054  0.012895  9.720660  32.15  0.000  0.000  0.000  
113  -0.181385  -0.352961  -0.586686  0.081220  0.017572  9.739024  32.16  0.000  0.000  0.000  
114  -0.173278  -0.382918  -0.617510  0.091295  0.011431  9.735495  32.16  0.000  0.000  0.000  
115  -0.226744  -0.376992  -0.549163  0.097336  0.010069  9.730059  32.16  0.000  0.000  0.000  
116  -0.203801  -0.375959  -0.594650  0.087764  0.012322  9.717711  32.16  0.000  0.000  0.000  
117  -0.219431  -0.362772  -0.488488  0.086634  0.017826  9.723881  32.16  0.000  0.000  0.000  
118  -0.189690  -0.322828  -0.563159  0.077716  0.018444  9.751801  32.18  0.000  0.000  0.000  
119  -0.294585  -0.385008  -0.564761  0.072839  0.013026  9.715504  32.18  0.000  0.000  0.000  
120  -0.264382  -0.346002  -0.594754  0.090663  0.007296  9.706192  32.18  0.000  0.000  0.000  
121  -0.279357  -0.369770  -0.557290  0.088329  0.014855  9.725485  32.18  0.000  0.000  0.000  
122  -0.218152  -0.422572  -0.565509  0.084708  0.014050  9.712584  32.18  0.000  0.000  0.000  
123  -0.212003  -0.331305  -0.533537  0.096065  0.008245  9.759020  32.16  0.000  0.000  0.000  
124  -0.249339  -0.361246  -0.587062  0.090182  0.015377  9.722570  32.16  0.000  0.000  0.000  
125  -0.211712  -0.369781  -0.518825  0.091952  0.010405  9.713435  32.16  0.000  0.000  0.000  
126  -0.234680  -0.339722  -0.503464  0.083592  0.015044  9.733024  32.16  0.000  0.000  0.000  
127  -0.159065  -0.377295  -0.495656  0.101738  0.027456  9.735714  32.16  0.000  0.000  0.000  
128  -0.188018  -0.398380  -0.618045  0.090642  0.011549  9.741272  32.19  0.000  0.000  0.000  
129  -0.188315  -0.429130  -0.602602  0.089794  0.031462  9.720103  32.19  0.000  0.000  0.000  
130  -0.203968  -0.369453  -0.534107  0.088314  0.008587  9.710077  32.19  0.000  0.000  0.000  
131  -0.241554  -0.368840  -0.587313  0.088938  0.015038  9.735461  32.19  0.000  0.000  0.000  
132  -0.264083  -0.385484  -0.527258  0.093047  0.010101  9.729255  32.19  0.000  0.000  0.000  
133  -0.196367  -0.375724  -0.602006  0.090216  0.016161  9.732457  32.17  0.000  0.000  0.000  
134  -0.189230  -0.345788  -0.563735  0.088404  0.015187  9.743124  32.17  0.000  0.000  0.000  
135  -0.233820  -0.382904  -0.647838  0.088915  0.007479  9.714975  32.17  0.000  0.000  0.000  
136  -0.287077  -0.392987  -0.542044  0.087834  0.016679  9.727040  32.17  0.000  0.000  0.000  
137  -0.196393  -0.346212  -0.549173  0.078797  0.018716  9.703520  32.17  0.000  0.000  0.000  
138  -0.181926  -0.322359  -0.586008  0.093759  0.011066  9.749194  32.17  0.000  0.000  0.000  
139  -0.219576  -0.330943  -0.556176  0.099234  0.021831  9.721209  32.17  0.000  0.000  0.000  
140  -0.203823  -0.369477  -0.534287  0.091932  0.015890  9.718957  32.17  0.000  0.000  0.000  
141  -0.174014  -0.368545  -0.563802  0.106136  -0.011681  9.721972  32.17  0.000  0.000  0.000  
142  -0.234445  -0.361640  -0.556556  0.093697  0.005461  9.737145  32.17  0.000  0.000  0.000  
143  -0.280477  -0.317050  -0.510636  0.089638  0.017646  9.747481  32.18  0.000  0.000  0.000  
144  -0.196061  -0.422835  -0.534523  0.092651  0.019478  9.719679  32.18  0.000  0.000  0.000  
145  -0.189062  -0.360498  -0.594116  0.093724  0.006730  9.741072  32.18  0.000  0.000  0.000  
146  -0.189070  -0.384673  -0.526235  0.084128  0.002012  9.739252  32.18  0.000  0.000  0.000  
147  -0.181537  -0.353510  -0.556331  0.090779  0.012810  9.713618  32.18  0.000  0.000  0.000  
148  -0.158928  -0.368110  -0.578784  0.083674  0.014402  9.730871  32.18  0.000  0.000  0.000  
149  -0.233300  -0.407024  -0.588154  0.084683  0.015069  9.734695  32.18  0.000  0.000  0.000  
150  -0.234048  -0.361993  -0.541963  0.081763  0.017123  9.715571  32.18  0.000  0.000  0.000  
151  -0.256190  -0.438433  -0.550282  0.088958  0.013162  9.731100  32.18  0.000  0.000  0.000  
152  -0.242319  -0.370580  -0.488321  0.083152  0.022935  9.739498  32.18  0.000  0.000  0.000  
153  -0.204100  -0.369862  -0.511318  0.097810  0.002745  9.753469  32.19  0.000  0.000  0.000  
154  -0.279323  -0.376686  -0.595044  0.088967  0.016992  9.743974  32.19  0.000  0.000  0.000  
155  -0.279623  -0.362386  -0.541875  0.087797  0.017771  9.721534  32.19  0.000  0.000  0.000  
156  -0.264919  -0.331805  -0.533749  0.084885  0.023689  9.717039  32.19  0.000  0.000  0.000  
157  -0.287184  -0.386059  -0.504200  0.110004  0.023097  9.730653  32.19  0.000  0.000  0.000  
158  -0.203729  -0.375971  -0.594740  0.093141  0.014224  9.726321  32.18  0.000  0.000  0.000  
159  -0.196336  -0.369393  -0.534167  0.101452  0.010042  9.730674  32.18  0.000  0.000  0.000  
160  -0.272116  -0.360582  -0.632281  0.094276  0.001130  9.729642  32.18  0.000  0.000  0.000  
161  -0.301952  -0.424256  -0.512248  0.099066  0.005026  9.748487  32.18  0.000  0.000  0.000  
162  -0.150696  -0.399811  -0.519261  0.076372  0.013071  9.719631  32.18  0.000  0.000  0.000  
163  -0.241357  -0.360813  -0.610180  0.089439  0.009418  9.722805  32.17  0.000  0.000  0.000  
164  -0.196987  -0.315458  -0.555970  0.096250  0.025016  9.730008  32.17  0.000  0.000  0.000  
165  -0.295175  -0.338854  -0.579101  0.084873  0.017102  9.716364  32.17  0.000  0.000  0.000  
166  -0.226880  -0.354372  -0.533904  0.086008  0.017393  9.732127  32.17  0.000  0.000  0.000  
167  -0.219237  -0.378348  -0.473649  0.084896  0.025676  9.727287  32.17  0.000  0.000  0.000  
168  -0.196687  -0.361563  -0.541271  0.095448  -0.000206  9.722820  32.18  0.000  0.000  0.000  
169  -0.204037  -0.352462  -0.624519  0.085380  0.011075  9.713761  32.18  0.000  0.000  0.000  
170  -0.241840  -0.391820  -0.579424  0.102192  0.010924  9.714845  32.18  0.000  0.000  0.000  
171  -0.226722  -0.385054  -0.526567  0.093095  0.004827  9.734883  32.18  0.000  0.000  0.000  
172  -0.218486  -0.398197  -0.640506  0.087772  0.014649  9.714396  32.18  0.000  0.000  0.000  
173  -0.189183  -0.383362  -0.593972  0.089752  0.019915  9.741355  32.18  0.000  0.000  0.000  
174  -0.249287  -0.423427  -0.526809  0.098565  0.005709  9.721457  32.18  0.000  0.000  0.000  
175  -0.182105  -0.315420  -0.548074  0.095096  0.024553  9.736560  32.18  0.000  0.000  0.000  
176  -0.249445  -0.392745  -0.534146  0.099252  0.019759  9.738012  32.18  0.000  0.000  0.000  
177  -0.263355  -0.430655  -0.565883  0.084772  0.023207  9.722868  32.18  0.000  0.000  0.000  
178  -0.218472  -0.408412  -0.504774  0.100141  0.002708  9.721176  32.16  0.000  0.000  0.000  
179  -0.211605  -0.376708  -0.556669  0.078870  0.017360  9.726721  32.16  0.000  0.000  0.000  
180  -0.151421  -0.337661  -0.571138  0.093874  0.025868  9.742154  32.16  0.000  0.000  0.000  
181  -0.211953  -0.353479  -0.571315  0.095610  0.014477  9.741097  32.16  0.000  0.000  0.000  
182  -0.181868  -0.347120  -0.488042  0.097965  0.013771  9.736534  32.16  0.000  0.000  0.000  
183  -0.219009  -0.392636  -0.526728  0.094416  0.019055  9.729740  32.18  0.000  0.000  0.000  
184  -0.219384  -0.370121  -0.503633  0.079477  0.018635  9.731229  32.18  0.000  0.000  0.000  
185  -0.219341  -0.384666  -0.541399  0.088392  0.007849  9.734354  32.18  0.000  0.000  0.000  
186  -0.181590  -0.383583  -0.578899  0.107517  0.001275  9.712996  32.18  0.000  0.000  0.000  
187  -0.181766  -0.361244  -0.548507  0.094379  0.009117  9.741337  32.18  0.000  0.000  0.000  
188  -0.181399  -0.384333  -0.541427  0.091946  0.006235  9.714124  32.19  0.000  0.000  0.000  
189  -0.211733  -0.360139  -0.624382  0.092127  0.023707  9.721974  32.19  0.000  0.000  0.000  
190  -0.233914  -0.406634  -0.602477  0.091991  0.010271  9.706455  32.19  0.000  0.000  0.000  
191  -0.196234  -0.383517  -0.594632  0.095650  0.022506  9.723365  32.19  0.000  0.000  0.000  
192  -0.234565  -0.386084  -0.473453  0.089693  0.020379  9.734169  32.19  0.000  0.000  0.000  
193  -0.226450  -0.391866  -0.572157  0.095641  0.020452  9.709606  32.19  0.000  0.000  0.000  
194  -0.235259  -0.316024  -0.540450  0.100429  0.014420  9.740670  32.19  0.000  0.000  0.000  
195  -0.174241  -0.354257  -0.510723  0.084720  0.000854  9.710100  32.19  0.000  0.000  0.000  
196  -0.173071  -0.429151  -0.595155  0.089031  0.018410  9.724433  32.19  0.000  0.000  0.000  
197  -0.174104  -0.345072  -0.593850  0.081832  0.014069  9.743748  32.19  0.000  0.000  0.000  
198  -0.189084  -0.384240  -0.548844  0.090767  0.005233  9.723674  32.19  0.000  0.000  0.000  
199  -0.211517  -0.353552  -0.571855  0.078194  0.017624  9.740081  32.19  0.000  0.000  0.000  
200  -0.159274  -0.353083  -0.563267  0.095096  0.017371  9.735995  32.19  0.000  0.000  0.000  
201  -0.256587  -0.401232  -0.496987  0.108691  0.015785  9.722323  32.19  0.000  0.000  0.000  
202  -0.279645  -0.416352  -0.511695  0.096249  0.013497  9.721358  32.19  0.000  0.000  0.000  
203  -0.257284  -0.346572  -0.556442  0.098119  0.027631  9.711496  32.20  0.000  0.000  0.000  
204  -0.218812  -0.421458  -0.617484  0.091345  0.002493  9.737039  32.20  0.000  0.000  0.000  
205  -0.242484  -0.338891  -0.548443  0.099284  0.020087  9.723903  32.20  0.000  0.000  0.000  
206  -0.233684  -0.437328  -0.595230  0.094389  0.011399  9.735683  32.20  0.000  0.000  0.000  
207  -0.196980  -0.383537  -0.586167  0.088553  0.012288  9.716763  32.20  0.000  0.000  0.000  
208  -0.219664  -0.354100  -0.540990  0.084329  0.021170  9.741562  32.21  0.000  0.000  0.000  
209  -0.227154  -0.369583  -0.533569  0.103356  0.007021  9.730165  32.21  0.000  0.000  0.000  
210  -0.249834  -0.363174  -0.480863  0.078773  0.006121  9.732599  32.21  0.000  0.000  0.000  
211  -0.218982  -0.428770  -0.632359  0.081937  0.011450  9.731970  32.21  0.000  0.000  0.000  
212  -0.196438  -0.383914  -0.571754  0.080109  0.018857  9.711870  32.21  0.000  0.000  0.000  
213  -0.203140  -0.413922  -0.610564  0.099739  0.021014  9.741220  32.19  0.000  0.000  0.000  
214  -0.204111  -0.376052  -0.586724  0.079568  0.022313  9.704883  32.19  0.000  0.000  0.000  
215  -0.242025  -0.353649  -0.579183  0.093158  0.010638  9.726351  32.19  0.000  0.000  0.000  
216  -0.212423  -0.346492  -0.533021  0.092063  0.010736  9.731112  32.19  0.000  0.000  0.000  
217  -0.158502  -0.422582  -0.526535  0.072886  0.011371  9.722876  32.19  0.000  0.000  0.000  
218  -0.325901  -0.338916  -0.586159  0.084311  0.009629  9.731724  32.19  0.000  0.000  0.000  
219  -0.219704  -0.384606  -0.540949  0.090918  0.012555  9.732011  32.19  0.000  0.000  0.000  
220  -0.234829  -0.353517  -0.578703  0.087377  0.020418  9.703660  32.19  0.000  0.000  0.000  
221  -0.257585  -0.362496  -0.518365  0.086673  0.012830  9.744129  32.19  0.000  0.000  0.000  
222  -0.204588  -0.337832  -0.586123  0.105223  0.015861  9.724705  32.19  0.000  0.000  0.000  
223  -0.197299  -0.337573  -0.593299  0.079038  0.022099  9.724938  32.19  0.000  0.000  0.000  
224  -0.211642  -0.391815  -0.564170  0.105158  0.010890  9.746010  32.19  0.000  0.000  0.000  
225  -0.226675  -0.390823  -0.624672  0.081338  0.019434  9.742952  32.19  0.000  0.000  0.000  
226  -0.234564  -0.392707  -0.526249  0.094411  0.007647  9.726939  32.19  0.000  0.000  0.000  
227  -0.272175  -0.399430  -0.594510  0.092146  0.019030  9.727472  32.19  0.000  0.000  0.000  
228  -0.174080  -0.369540  -0.510927  0.092601  0.013799  9.735249  32.20  0.000  0.000  0.000  
229  -0.249681  -0.401052  -0.496147  0.086204  0.025143  9.731636  32.20  0.000  0.000  0.000  
230  -0.204667  -0.368619  -0.570949  0.089180  0.017844  9.726450  32.20  0.000  0.000  0.000  
231  -0.189307  -0.354552  -0.503307  0.097984  0.015491  9.732746  32.20  0.000  0.000  0.000  
232  -0.227446  -0.331107  -0.548280  0.107600  0.014736  9.729629  32.20  0.000  0.000  0.000  
233  -0.234187  -0.430048  -0.571979  0.082603  0.019672  9.724816  32.19  0.000  0.000  0.000  
234  -0.264115  -0.462046  -0.512158  0.091421  0.007686  9.727448  32.19  0.000  0.000  0.000  
235  -0.197085  -0.354587  -0.503067  0.082351  0.000470  9.720112  32.19  0.000  0.000  0.000  
236  -0.363321  -0.378194  -0.549080  0.087452  0.025359  9.712311  32.19  0.000  0.000  0.000  
237  -0.212118  -0.353596  -0.563569  0.089050  0.010409  9.712283  32.19  0.000  0.000  0.000  
238  -0.226384  -0.392451  -0.542071  0.079432  0.018403  9.718890  32.20  0.000  0.000  0.000  
239  -0.249568  -0.407407  -0.564166  0.088057  0.025142  9.701215  32.20  0.000  0.000  0.000  
240  -0.226859  -0.360855  -0.594267  0.096148  0.007253  9.707026  32.20  0.000  0.000  0.000  
241  -0.205007  -0.322794  -0.570516  0.079617  0.021376  9.718596  32.20  0.000  0.000  0.000  
242  -0.234550  -0.361335  -0.571509  0.096723  0.006161  9.744184  32.20  0.000  0.000  0.000  
243  -0.219191  -0.407718  -0.534049  0.087188  0.003964  9.717939  32.19  0.000  0.000  0.000  
244  -0.151408  -0.368319  -0.563621  0.091457  0.014801  9.724543  32.19  0.000  0.000  0.000  
245  -0.212325  -0.337587  -0.601016  0.095086  0.016680  9.762518  32.19  0.000  0.000  0.000  
246  -0.242243  -0.353613  -0.578913  0.095161  0.025961  9.716434  32.19  0.000  0.000  0.000  
247  -0.264723  -0.355584  -0.488747  0.102754  0.018180  9.719481  32.19  0.000  0.000  0.000  
248  -0.227190  -0.354464  -0.525978  0.084849  0.012148  9.707183  32.18  0.000  0.000  0.000  
249  -0.151610  -0.383542  -0.563375  0.074082  0.001594  9.712205  32.18  0.000  0.000  0.000  
250  -0.234083  -0.453954  -0.519321  0.082539  0.012335  9.715989  32.18  0.000  0.000  0.000  
251  -0.219963  -0.376647  -0.555710  0.089815  0.017530  9.741821  32.18  0.000  0.000  0.000  
252  -0.189104  -0.414605  -0.556369  0.098095  0.010884  9.710739  32.18  0.000  0.000  0.000  
253  -0.212316  -0.353419  -0.570865  0.096276  0.011169  9.724710  32.21  0.000  0.000  0.000  
254  -0.159751  -0.316444  -0.479706  0.083764  0.020937  9.697591  32.21  0.000  0.000  0.000  
255  -0.212075  -0.369720  -0.518375  0.094494  0.016954  9.713737  32.21  0.000  0.000  0.000  
256  -0.256792  -0.430274  -0.572160  0.082559  0.018186  9.740868  32.21  0.000  0.000  0.000  
257  -0.212796  -0.332179  -0.479762  0.082582  0.017200  9.720510  32.21  0.000  0.000  0.000  
258  -0.234666  -0.377003  -0.548744  0.087387  0.023996  9.734776  32.20  0.000  0.000  0.000  
259  -0.198035  -0.323200  -0.539591  0.083772  0.005029  9.709644  32.20  0.000  0.000  0.000  
260  -0.220185  -0.353583  -0.562970  0.095827  0.018782  9.716545  32.20  0.000  0.000  0.000  
261  -0.226448  -0.438496  -0.526922  0.081919  0.016072  9.723548  32.20  0.000  0.000  0.000  
262  -0.212253  -0.369404  -0.533238  0.088540  0.017059  9.747656  32.20  0.000  0.000  0.000  
263  -0.219219  -0.368425  -0.594339  0.086083  0.018989  9.721964  32.20  0.000  0.000  0.000  
264  -0.310387  -0.369350  -0.586597  0.084972  0.017244  9.724079  32.20  0.000  0.000  0.000  
265  -0.137036  -0.329768  -0.570165  0.093449  0.026098  9.722917  32.20  0.000  0.000  0.000  
266  -0.151675  -0.352731  -0.578369  0.093293  0.016130  9.732626  32.20  0.000  0.000  0.000  
