Index  OmegaX[°/s]  OmegaY[°/s]  OmegaZ[°/s]  fX[m/s/s]  fY[m/s/s]  fZ[m/s/s]  Temperature[°C]  Roll[°]  Pitch[°]  Heading[°]  
26  -0.180888  -0.329432  -0.578550  0.094971  -0.029827  9.742885  33.18  0.000  0.000  0.000  
27  -0.180964  -0.346399  -0.487958  0.096724  -0.034002  9.744165  33.18  0.000  0.000  0.000  
28  -0.264314  -0.331015  -0.548566  0.111814  -0.018963  9.752086  33.18  0.000  0.000  0.000  
29  -0.226323  -0.385646  -0.480980  0.089672  -0.021265  9.739538  33.18  0.000  0.000  0.000  
30  -0.279963  -0.316789  -0.518078  0.101627  -0.021173  9.747990  33.17  0.000  0.000  0.000  
31  -0.219448  -0.315937  -0.532968  0.104481  -0.034093  9.761221  33.17  0.000  0.000  0.000  
32  -0.227026  -0.307362  -0.593401  0.115305  -0.028222  9.758772  33.17  0.000  0.000  0.000  
33  -0.211317  -0.338156  -0.548455  0.110961  -0.045264  9.750896  33.17  0.000  0.000  0.000  
34  -0.234817  -0.324939  -0.480114  0.096804  -0.026808  9.726404  33.17  0.000  0.000  0.000  
35  -0.218771  -0.361550  -0.533634  0.097905  -0.036509  9.730415  33.18  0.000  0.000  0.000  
36  -0.257042  -0.339499  -0.518293  0.097409  -0.024033  9.752442  33.18  0.000  0.000  0.000  
37  -0.234411  -0.315541  -0.555754  0.095505  -0.036975  9.733333  33.18  0.000  0.000  0.000  
38  -0.181492  -0.314457  -0.593347  0.095627  -0.022029  9.762645  33.18  0.000  0.000  0.000  
39  -0.249654  -0.300705  -0.532937  0.097454  -0.019304  9.755285  33.18  0.000  0.000  0.000  
40  -0.211459  -0.322733  -0.555817  0.099244  -0.020808  9.742689  33.17  0.000  0.000  0.000  
41  -0.272123  -0.331159  -0.563650  0.101540  -0.031676  9.729685  33.17  0.000  0.000  0.000  
42  -0.294730  -0.362595  -0.541398  0.095664  -0.019204  9.748652  33.17  0.000  0.000  0.000  
43  -0.174434  -0.285083  -0.524811  0.101581  -0.026733  9.738298  33.17  0.000  0.000  0.000  
44  -0.204204  -0.300742  -0.494976  0.118331  -0.024193  9.765994  33.17  0.000  0.000  0.000  
45  -0.218452  -0.384497  -0.526400  0.101475  -0.038370  9.731408  33.16  0.000  0.000  0.000  
46  -0.218734  -0.361853  -0.510961  0.090285  -0.018713  9.753881  33.16  0.000  0.000  0.000  
47  -0.180989  -0.321931  -0.570881  0.098656  -0.018088  9.765189  33.16  0.000  0.000  0.000  
48  -0.219778  -0.308368  -0.547920  0.100363  -0.029017  9.735015  33.16  0.000  0.000  0.000  
49  -0.219598  -0.285276  -0.525045  0.095674  -0.018947  9.741696  33.16  0.000  0.000  0.000  
50  -0.189513  -0.331966  -0.502681  0.103416  -0.020033  9.766501  33.17  0.000  0.000  0.000  
51  -0.189502  -0.316588  -0.494962  0.106390  -0.022007  9.764009  33.17  0.000  0.000  0.000  
52  -0.203922  -0.323386  -0.510415  0.115870  -0.032920  9.745595  33.17  0.000  0.000  0.000  
53  -0.234013  -0.384948  -0.541462  0.094449  -0.020946  9.750655  33.17  0.000  0.000  0.000  
54  -0.257741  -0.294610  -0.472256  0.107645  -0.017683  9.743451  33.17  0.000  0.000  0.000  
55  -0.204268  -0.276555  -0.562766  0.093852  -0.023613  9.720739  33.18  0.000  0.000  0.000  
56  -0.257699  -0.293746  -0.525194  0.096789  -0.025556  9.760816  33.18  0.000  0.000  0.000  
57  -0.166710  -0.269679  -0.501981  0.112245  -0.037166  9.740306  33.18  0.000  0.000  0.000  
58  -0.181168  -0.353226  -0.563593  0.095572  -0.029665  9.738028  33.18  0.000  0.000  0.000  
59  -0.250119  -0.331769  -0.563375  0.114199  -0.018274  9.762284  33.18  0.000  0.000  0.000  
60  -0.196978  -0.323717  -0.532900  0.101618  -0.022299  9.743381  33.19  0.000  0.000  0.000  
61  -0.234786  -0.292431  -0.578094  0.105883  -0.013992  9.748112  33.19  0.000  0.000  0.000  
62  -0.211775  -0.269170  -0.540048  0.097954  -0.030446  9.746017  33.19  0.000  0.000  0.000  
63  -0.234361  -0.338701  -0.556008  0.103860  -0.038762  9.732575  33.19  0.000  0.000  0.000  
64  -0.159550  -0.286040  -0.471759  0.108199  -0.022565  9.738360  33.19  0.000  0.000  0.000  
65  -0.158854  -0.276289  -0.547478  0.094369  -0.029687  9.749887  33.18  0.000  0.000  0.000  
66  -0.181417  -0.353298  -0.578647  0.099705  -0.032580  9.767232  33.18  0.000  0.000  0.000  
67  -0.158006  -0.407646  -0.496146  0.103304  -0.033142  9.750517  33.18  0.000  0.000  0.000  
68  -0.272003  -0.338520  -0.578885  0.090804  -0.027766  9.741138  33.18  0.000  0.000  0.000  
69  -0.189295  -0.283402  -0.623234  0.090937  -0.014023  9.741339  33.18  0.000  0.000  0.000  
70  -0.196840  -0.331522  -0.517896  0.105041  -0.040598  9.728168  33.17  0.000  0.000  0.000  
71  -0.182147  -0.246875  -0.509276  0.085983  -0.030618  9.753879  33.17  0.000  0.000  0.000  
72  -0.182558  -0.278686  -0.486802  0.096171  -0.029489  9.736718  33.17  0.000  0.000  0.000  
73  -0.250046  -0.277151  -0.585516  0.100247  -0.040269  9.745630  33.17  0.000  0.000  0.000  
74  -0.250043  -0.293557  -0.525190  0.103349  -0.028230  9.752036  33.17  0.000  0.000  0.000  
75  -0.257068  -0.323818  -0.533248  0.082504  -0.019872  9.746189  33.18  0.000  0.000  0.000  
76  -0.203845  -0.323408  -0.502875  0.093790  -0.028713  9.737990  33.18  0.000  0.000  0.000  
77  -0.226686  -0.385393  -0.526247  0.105817  -0.020357  9.750772  33.18  0.000  0.000  0.000  
78  -0.234089  -0.384925  -0.549002  0.089128  -0.016502  9.727512  33.18  0.000  0.000  0.000  
79  -0.211648  -0.330587  -0.563407  0.093711  -0.036111  9.743683  33.18  0.000  0.000  0.000  
80  -0.204429  -0.308293  -0.525239  0.095565  -0.029443  9.749724  33.17  0.000  0.000  0.000  
81  -0.167074  -0.278212  -0.479280  0.091440  -0.021966  9.763709  33.17  0.000  0.000  0.000  
82  -0.235082  -0.332771  -0.495244  0.110609  -0.021341  9.727514  33.17  0.000  0.000  0.000  
83  -0.189897  -0.276630  -0.607868  0.094598  -0.005969  9.744707  33.17  0.000  0.000  0.000  
84  -0.264711  -0.346864  -0.556179  0.089594  -0.029521  9.734250  33.17  0.000  0.000  0.000  
85  -0.264864  -0.346819  -0.571259  0.099173  -0.026750  9.753928  33.18  0.000  0.000  0.000  
86  -0.182508  -0.293059  -0.555025  0.096767  -0.027749  9.757484  33.18  0.000  0.000  0.000  
87  -0.166674  -0.347035  -0.502794  0.106879  -0.034078  9.752355  33.18  0.000  0.000  0.000  
88  -0.204691  -0.285509  -0.517366  0.104394  -0.044596  9.742917  33.18  0.000  0.000  0.000  
89  -0.257723  -0.286267  -0.509985  0.105212  -0.023410  9.723757  33.18  0.000  0.000  0.000  
90  -0.189757  -0.300839  -0.532537  0.087194  -0.027622  9.767301  33.18  0.000  0.000  0.000  
91  -0.256950  -0.361795  -0.571486  0.095610  -0.024469  9.751789  33.18  0.000  0.000  0.000  
92  -0.197144  -0.309602  -0.457085  0.101554  -0.027395  9.763594  33.18  0.000  0.000  0.000  
93  -0.211939  -0.284503  -0.562846  0.090830  -0.024801  9.745428  33.18  0.000  0.000  0.000  
94  -0.242465  -0.340366  -0.495403  0.107562  -0.025794  9.745766  33.18  0.000  0.000  0.000  
95  -0.235118  -0.323681  -0.585885  0.095512  -0.034405  9.749664  33.19  0.000  0.000  0.000  
96  -0.159265  -0.346334  -0.555649  0.099167  -0.028017  9.744679  33.19  0.000  0.000  0.000  
97  -0.204873  -0.317388  -0.472271  0.100992  -0.025254  9.742037  33.19  0.000  0.000  0.000  
98  -0.234254  -0.370227  -0.510992  0.101578  -0.026531  9.743484  33.19  0.000  0.000  0.000  
99  -0.250299  -0.324829  -0.525441  0.099788  -0.025629  9.744906  33.19  0.000  0.000  0.000  
100  -0.265808  -0.279589  -0.487109  0.084196  -0.030414  9.741825  33.19  0.000  0.000  0.000  
101  -0.235295  -0.286126  -0.524948  0.094486  -0.018099  9.737831  33.19  0.000  0.000  0.000  
102  -0.227644  -0.355371  -0.540787  0.098110  -0.013450  9.745188  33.19  0.000  0.000  0.000  
103  -0.279951  -0.331443  -0.571168  0.099843  -0.019755  9.750566  33.19  0.000  0.000  0.000  
104  -0.250070  -0.307907  -0.600953  0.111136  -0.026964  9.748966  33.19  0.000  0.000  0.000  
105  -0.183072  -0.277803  -0.584955  0.083662  -0.023499  9.740516  33.19  0.000  0.000  0.000  
106  -0.234874  -0.324776  -0.495220  0.086610  -0.027350  9.752611  33.19  0.000  0.000  0.000  
107  -0.182540  -0.270343  -0.524531  0.098643  -0.020355  9.747082  33.19  0.000  0.000  0.000  
108  -0.212362  -0.331692  -0.548091  0.090782  -0.029083  9.746992  33.19  0.000  0.000  0.000  
109  -0.249773  -0.331578  -0.548348  0.091478  -0.019113  9.748507  33.19  0.000  0.000  0.000  
110  -0.167160  -0.301770  -0.464375  0.087124  -0.036412  9.747586  33.18  0.000  0.000  0.000  
111  -0.272698  -0.348271  -0.503166  0.087896  -0.019114  9.738358  33.18  0.000  0.000  0.000  
112  -0.264786  -0.355044  -0.533556  0.096197  -0.026433  9.740347  33.18  0.000  0.000  0.000  
113  -0.196993  -0.331477  -0.532976  0.099126  -0.031566  9.754710  33.18  0.000  0.000  0.000  
114  -0.242678  -0.332539  -0.517947  0.112321  -0.028860  9.738671  33.18  0.000  0.000  0.000  
115  -0.219967  -0.277988  -0.524864  0.099740  -0.030645  9.748808  33.19  0.000  0.000  0.000  
116  -0.227894  -0.287177  -0.464387  0.104621  -0.022677  9.722363  33.19  0.000  0.000  0.000  
117  -0.264735  -0.292364  -0.578294  0.095659  -0.020038  9.747146  33.19  0.000  0.000  0.000  
118  -0.189283  -0.323248  -0.548029  0.089643  -0.023305  9.749736  33.19  0.000  0.000  0.000  
119  -0.257146  -0.362614  -0.533628  0.097289  -0.037209  9.739710  33.19  0.000  0.000  0.000  
120  -0.265638  -0.310110  -0.502598  0.100357  -0.027850  9.754066  33.18  0.000  0.000  0.000  
121  -0.189741  -0.340101  -0.495138  0.098613  -0.024715  9.729486  33.18  0.000  0.000  0.000  
122  -0.241558  -0.322036  -0.608903  0.110547  -0.026065  9.754925  33.18  0.000  0.000  0.000  
123  -0.212345  -0.332136  -0.517852  0.092020  -0.025773  9.735976  33.18  0.000  0.000  0.000  
124  -0.167074  -0.278212  -0.479280  0.104478  -0.036325  9.738107  33.18  0.000  0.000  0.000  
125  -0.211830  -0.354263  -0.548476  0.090281  -0.019028  9.749608  33.17  0.000  0.000  0.000  
126  -0.242562  -0.285260  -0.562863  0.106395  -0.022163  9.755821  33.17  0.000  0.000  0.000  
127  -0.220198  -0.286707  -0.479516  0.088434  -0.025163  9.742928  33.17  0.000  0.000  0.000  
128  -0.310214  -0.333037  -0.488112  0.105752  -0.027824  9.743231  33.17  0.000  0.000  0.000  
129  -0.265020  -0.300336  -0.585857  0.099183  -0.026419  9.748103  33.17  0.000  0.000  0.000  
130  -0.197158  -0.346810  -0.555775  0.092006  -0.026032  9.748273  33.18  0.000  0.000  0.000  
131  -0.219091  -0.330400  -0.571030  0.097366  -0.029734  9.738112  33.18  0.000  0.000  0.000  
132  -0.166970  -0.323364  -0.555399  0.090802  -0.027403  9.743828  33.18  0.000  0.000  0.000  
133  -0.265264  -0.363252  -0.541067  0.085952  -0.031328  9.775291  33.18  0.000  0.000  0.000  
134  -0.213056  -0.285636  -0.577664  0.104592  -0.022243  9.760238  33.18  0.000  0.000  0.000  
135  -0.264806  -0.338195  -0.624122  0.087746  -0.033944  9.746568  33.20  0.000  0.000  0.000  
136  -0.257964  -0.339812  -0.570969  0.106968  -0.024057  9.757614  33.20  0.000  0.000  0.000  
137  -0.204893  -0.300539  -0.562837  0.100335  -0.031915  9.734233  33.20  0.000  0.000  0.000  
138  -0.211349  -0.400696  -0.511284  0.107622  -0.020007  9.741405  33.20  0.000  0.000  0.000  
139  -0.212554  -0.301896  -0.487230  0.093250  -0.020732  9.755811  33.20  0.000  0.000  0.000  
140  -0.197750  -0.269435  -0.600177  0.107730  -0.009149  9.736069  33.18  0.000  0.000  0.000  
141  -0.197216  -0.308412  -0.540236  0.102725  -0.031160  9.746520  33.18  0.000  0.000  0.000  
142  -0.174366  -0.346921  -0.525471  0.095006  -0.025690  9.741900  33.18  0.000  0.000  0.000  
143  -0.204217  -0.354938  -0.495534  0.097951  -0.030755  9.739366  33.18  0.000  0.000  0.000  
144  -0.197367  -0.316570  -0.525153  0.090728  -0.033677  9.759471  33.18  0.000  0.000  0.000  
145  -0.234734  -0.315007  -0.616153  0.087871  -0.019985  9.760845  33.19  0.000  0.000  0.000  
146  -0.318582  -0.333747  -0.510605  0.106470  -0.015558  9.735775  33.19  0.000  0.000  0.000  
147  -0.242749  -0.348338  -0.502966  0.097397  -0.026322  9.733165  33.19  0.000  0.000  0.000  
148  -0.272729  -0.316768  -0.540642  0.098019  -0.023416  9.742852  33.19  0.000  0.000  0.000  
149  -0.174926  -0.309252  -0.502234  0.095055  -0.020941  9.737609  33.19  0.000  0.000  0.000  
150  -0.220679  -0.278509  -0.547353  0.092608  -0.025313  9.752251  33.19  0.000  0.000  0.000  
151  -0.219809  -0.323887  -0.548072  0.095599  -0.025580  9.750728  33.19  0.000  0.000  0.000  
152  -0.219883  -0.340269  -0.495285  0.099191  -0.024138  9.762875  33.19  0.000  0.000  0.000  
153  -0.236064  -0.295270  -0.494575  0.091352  -0.031060  9.755373  33.19  0.000  0.000  0.000  
154  -0.219870  -0.316105  -0.555536  0.095633  -0.022747  9.742660  33.19  0.000  0.000  0.000  
155  -0.281456  -0.303599  -0.487267  0.098537  -0.029808  9.759423  33.19  0.000  0.000  0.000  
156  -0.168424  -0.224637  -0.546399  0.099839  -0.020070  9.746294  33.19  0.000  0.000  0.000  
157  -0.235868  -0.285664  -0.600402  0.096767  -0.029814  9.729497  33.19  0.000  0.000  0.000  
158  -0.235544  -0.286198  -0.540002  0.105814  -0.020877  9.746655  33.19  0.000  0.000  0.000  
159  -0.234954  -0.355370  -0.525763  0.095065  -0.020439  9.729875  33.19  0.000  0.000  0.000  
160  -0.160267  -0.270740  -0.516769  0.102757  -0.028829  9.732542  33.20  0.000  0.000  0.000  
161  -0.220427  -0.324874  -0.532781  0.099160  -0.029137  9.737692  33.20  0.000  0.000  0.000  
162  -0.219832  -0.324611  -0.502700  0.091251  -0.041539  9.760187  33.20  0.000  0.000  0.000  
163  -0.295243  -0.378703  -0.541419  0.094469  -0.018094  9.755859  33.20  0.000  0.000  0.000  
164  -0.144542  -0.332009  -0.502394  0.097376  -0.028037  9.739916  33.20  0.000  0.000  0.000  
165  -0.235584  -0.286479  -0.524869  0.097968  -0.027916  9.749327  33.20  0.000  0.000  0.000  
166  -0.235351  -0.371219  -0.533377  0.103362  -0.027999  9.728723  33.20  0.000  0.000  0.000  
167  -0.190280  -0.293506  -0.547436  0.098655  -0.018919  9.746117  33.20  0.000  0.000  0.000  
168  -0.340938  -0.356325  -0.541268  0.098424  -0.043565  9.735267  33.20  0.000  0.000  0.000  
169  -0.273207  -0.324976  -0.548153  0.094465  -0.018705  9.752405  33.20  0.000  0.000  0.000  
170  -0.273462  -0.326216  -0.487596  0.100940  -0.029516  9.750111  33.20  0.000  0.000  0.000  
171  -0.235165  -0.346959  -0.586113  0.103346  -0.028403  9.747062  33.20  0.000  0.000  0.000  
172  -0.220165  -0.300637  -0.577978  0.111805  -0.021312  9.726921  33.20  0.000  0.000  0.000  
173  -0.220336  -0.308935  -0.555328  0.087787  -0.028785  9.755611  33.20  0.000  0.000  0.000  
174  -0.220511  -0.300827  -0.593006  0.102738  -0.029644  9.744308  33.20  0.000  0.000  0.000  
175  -0.197554  -0.285605  -0.539903  0.100409  -0.024117  9.735949  33.21  0.000  0.000  0.000  
176  -0.183164  -0.302529  -0.494439  0.096780  -0.027831  9.736782  33.21  0.000  0.000  0.000  
177  -0.212536  -0.323585  -0.585768  0.106402  -0.020468  9.762967  33.21  0.000  0.000  0.000  
178  -0.227591  -0.330925  -0.616170  0.094318  -0.032777  9.766332  33.21  0.000  0.000  0.000  
179  -0.183711  -0.270728  -0.592261  0.090808  -0.026227  9.741513  33.21  0.000  0.000  0.000  
180  -0.197577  -0.333351  -0.457208  0.096083  -0.037455  9.746635  33.23  0.000  0.000  0.000  
181  -0.266320  -0.286910  -0.555099  0.097315  -0.033659  9.744745  33.23  0.000  0.000  0.000  
182  -0.182890  -0.309935  -0.494594  0.105194  -0.023127  9.742762  33.23  0.000  0.000  0.000  
183  -0.228648  -0.318594  -0.494747  0.105233  -0.020967  9.717048  33.23  0.000  0.000  0.000  
184  -0.235544  -0.333219  -0.502679  0.100992  -0.026454  9.722651  33.23  0.000  0.000  0.000  
185  -0.234949  -0.362988  -0.533406  0.089626  -0.024756  9.748572  33.21  0.000  0.000  0.000  
186  -0.257830  -0.387019  -0.510999  0.086613  -0.027723  9.737110  33.21  0.000  0.000  0.000  
187  -0.249734  -0.378319  -0.526157  0.090176  -0.029584  9.751749  33.21  0.000  0.000  0.000  
188  -0.273465  -0.309811  -0.547922  0.098620  -0.023186  9.736162  33.21  0.000  0.000  0.000  
189  -0.235941  -0.272016  -0.486807  0.108798  -0.023030  9.726501  33.21  0.000  0.000  0.000  
190  -0.281038  -0.325844  -0.517865  0.108227  -0.018990  9.739224  33.20  0.000  0.000  0.000  
191  -0.250320  -0.316767  -0.548038  0.095512  -0.035241  9.739854  33.20  0.000  0.000  0.000  
192  -0.227381  -0.369368  -0.616629  0.109914  -0.028888  9.753716  33.20  0.000  0.000  0.000  
193  -0.190196  -0.338798  -0.615990  0.095584  -0.027729  9.736090  33.20  0.000  0.000  0.000  
194  -0.257759  -0.324199  -0.563303  0.111184  -0.022915  9.736543  33.20  0.000  0.000  0.000  
195  -0.190377  -0.340645  -0.510087  0.117746  -0.025236  9.724526  33.19  0.000  0.000  0.000  
196  -0.190254  -0.326177  -0.434350  0.091418  -0.024728  9.750958  33.19  0.000  0.000  0.000  
197  -0.296486  -0.279600  -0.540038  0.099708  -0.033829  9.742543  33.19  0.000  0.000  0.000  
198  -0.249880  -0.402298  -0.488553  0.102013  -0.042086  9.752131  33.19  0.000  0.000  0.000  
199  -0.242803  -0.317560  -0.495070  0.106969  -0.023572  9.765318  33.19  0.000  0.000  0.000  
200  -0.182072  -0.353982  -0.586029  0.106378  -0.024369  9.743602  33.19  0.000  0.000  0.000  
201  -0.251088  -0.287093  -0.524825  0.096811  -0.024238  9.742736  33.19  0.000  0.000  0.000  
202  -0.243662  -0.286836  -0.547441  0.099111  -0.033755  9.740696  33.19  0.000  0.000  0.000  
203  -0.227744  -0.347870  -0.533119  0.099786  -0.024595  9.756940  33.19  0.000  0.000  0.000  
204  -0.204495  -0.369946  -0.548545  0.095678  -0.017784  9.744139  33.19  0.000  0.000  0.000  
205  -0.234992  -0.346864  -0.578599  0.093216  -0.025653  9.734720  33.20  0.000  0.000  0.000  
206  -0.228419  -0.301673  -0.570258  0.105130  -0.028751  9.752932  33.20  0.000  0.000  0.000  
207  -0.295332  -0.347037  -0.594001  0.091450  -0.021106  9.755702  33.20  0.000  0.000  0.000  
208  -0.175348  -0.309420  -0.524802  0.085417  -0.026967  9.747553  33.20  0.000  0.000  0.000  
209  -0.227886  -0.332446  -0.540480  0.097253  -0.040391  9.741751  33.20  0.000  0.000  0.000  
210  -0.281146  -0.294318  -0.562881  0.112386  -0.022900  9.727059  33.21  0.000  0.000  0.000  
211  -0.152051  -0.346453  -0.570647  0.102732  -0.028692  9.762930  33.21  0.000  0.000  0.000  
212  -0.205464  -0.325270  -0.509995  0.103406  -0.021678  9.752434  33.21  0.000  0.000  0.000  
213  -0.258281  -0.325068  -0.548039  0.103470  -0.014330  9.761846  33.21  0.000  0.000  0.000  
214  -0.182358  -0.370741  -0.525624  0.107518  -0.029487  9.749615  33.21  0.000  0.000  0.000  
215  -0.175627  -0.303182  -0.449037  0.099159  -0.028289  9.748087  33.21  0.000  0.000  0.000  
216  -0.167773  -0.348611  -0.487373  0.102755  -0.027652  9.743875  33.21  0.000  0.000  0.000  
217  -0.258411  -0.341288  -0.510360  0.097511  -0.014816  9.727696  33.21  0.000  0.000  0.000  
218  -0.287875  -0.387069  -0.511173  0.100376  -0.028246  9.722330  33.21  0.000  0.000  0.000  
219  -0.182711  -0.363896  -0.495204  0.105710  -0.030481  9.753772  33.21  0.000  0.000  0.000  
220  -0.319364  -0.303046  -0.555437  0.101487  -0.034670  9.748429  33.22  0.000  0.000  0.000  
221  -0.197708  -0.362613  -0.578469  0.100376  -0.027217  9.731400  33.22  0.000  0.000  0.000  
222  -0.213443  -0.341914  -0.472267  0.079995  -0.030873  9.745532  33.22  0.000  0.000  0.000  
223  -0.258854  -0.303362  -0.494716  0.101038  -0.019192  9.750754  33.22  0.000  0.000  0.000  
224  -0.250428  -0.379284  -0.518407  0.101095  -0.014739  9.733636  33.22  0.000  0.000  0.000  
225  -0.250807  -0.318523  -0.472296  0.106923  -0.031271  9.726509  33.21  0.000  0.000  0.000  
226  -0.266208  -0.326054  -0.517726  0.102640  -0.039642  9.741638  33.21  0.000  0.000  0.000  
227  -0.190945  -0.279536  -0.501729  0.108045  -0.037391  9.742651  33.21  0.000  0.000  0.000  
228  -0.190297  -0.340084  -0.540352  0.095552  -0.030691  9.740102  33.21  0.000  0.000  0.000  
229  -0.266299  -0.294972  -0.532502  0.094393  -0.024870  9.765593  33.21  0.000  0.000  0.000  
230  -0.205358  -0.331603  -0.593275  0.105134  -0.028862  9.747084  33.21  0.000  0.000  0.000  
231  -0.212395  -0.339008  -0.578406  0.102675  -0.035569  9.752333  33.21  0.000  0.000  0.000  
232  -0.214182  -0.250285  -0.448420  0.093132  -0.032895  9.748601  33.21  0.000  0.000  0.000  
233  -0.160082  -0.340522  -0.494859  0.095576  -0.026790  9.759467  33.21  0.000  0.000  0.000  
234  -0.175440  -0.317157  -0.532418  0.111804  -0.019362  9.747518  33.21  0.000  0.000  0.000  
235  -0.296208  -0.294624  -0.547835  0.105894  -0.014672  9.719198  33.21  0.000  0.000  0.000  
236  -0.228457  -0.310156  -0.524962  0.092040  -0.022118  9.749237  33.21  0.000  0.000  0.000  
237  -0.273254  -0.348253  -0.548381  0.106328  -0.029643  9.740812  33.21  0.000  0.000  0.000  
238  -0.213927  -0.296066  -0.471654  0.102758  -0.027650  9.738532  33.21  0.000  0.000  0.000  
239  -0.182782  -0.362706  -0.578355  0.104530  -0.029270  9.745835  33.21  0.000  0.000  0.000  
240  -0.221079  -0.294942  -0.517161  0.087843  -0.024065  9.738883  33.23  0.000  0.000  0.000  
241  -0.190589  -0.341021  -0.502468  0.104025  -0.019803  9.746166  33.23  0.000  0.000  0.000  
242  -0.235892  -0.372228  -0.510547  0.099200  -0.023762  9.747164  33.23  0.000  0.000  0.000  
243  -0.258637  -0.348839  -0.540622  0.098672  -0.016671  9.745487  33.23  0.000  0.000  0.000  
244  -0.214059  -0.257062  -0.501461  0.100362  -0.027596  9.745567  33.23  0.000  0.000  0.000  
245  -0.243408  -0.341403  -0.502707  0.096822  -0.022842  9.742394  33.22  0.000  0.000  0.000  
246  -0.144866  -0.378496  -0.525470  0.099726  -0.030177  9.761145  33.22  0.000  0.000  0.000  
247  -0.243400  -0.356641  -0.517991  0.096287  -0.016911  9.734354  33.22  0.000  0.000  0.000  
248  -0.243296  -0.333526  -0.502657  0.092023  -0.024752  9.739120  33.22  0.000  0.000  0.000  
249  -0.235968  -0.342174  -0.457278  0.090219  -0.024299  9.756543  33.22  0.000  0.000  0.000  
250  -0.198648  -0.303003  -0.501961  0.109412  -0.018390  9.757774  33.22  0.000  0.000  0.000  
251  -0.228403  -0.340935  -0.532859  0.082354  -0.034536  9.742641  33.22  0.000  0.000  0.000  
252  -0.235951  -0.325628  -0.525171  0.101000  -0.021056  9.775651  33.22  0.000  0.000  0.000  
253  -0.206840  -0.273003  -0.493937  0.108129  -0.027988  9.746832  33.22  0.000  0.000  0.000  
254  -0.221981  -0.273870  -0.448626  0.097478  -0.017449  9.732644  33.22  0.000  0.000  0.000  
255  -0.175361  -0.316596  -0.562684  0.103493  -0.013404  9.742283  33.23  0.000  0.000  0.000  
256  -0.205805  -0.286058  -0.569989  0.089788  -0.008592  9.739475  33.23  0.000  0.000  0.000  
257  -0.206732  -0.304528  -0.448922  0.102105  -0.033518  9.732858  33.23  0.000  0.000  0.000  
258  -0.190692  -0.317114  -0.555126  0.096871  -0.017308  9.747952  33.23  0.000  0.000  0.000  
259  -0.167506  -0.387216  -0.472725  0.090725  -0.035408  9.735383  33.23  0.000  0.000  0.000  
260  -0.168792  -0.263786  -0.546700  0.110589  -0.022458  9.730250  33.22  0.000  0.000  0.000  
261  -0.205792  -0.317117  -0.562753  0.102275  -0.015717  9.740207  33.22  0.000  0.000  0.000  
