Index  OmegaX[°/s]  OmegaY[°/s]  OmegaZ[°/s]  fX[m/s/s]  fY[m/s/s]  fZ[m/s/s]  Temperature[°C]  Roll[°]  Pitch[°]  Heading[°]  
510  -0.215159  -0.288670  -0.546848  0.096791  -0.023376  9.764860  33.28  0.000  0.000  0.000  
511  -0.186099  -0.281735  -0.569008  0.096124  -0.031528  9.742871  33.28  0.000  0.000  0.000  
512  -0.245839  -0.336285  -0.524647  0.103927  -0.028767  9.743304  33.28  0.000  0.000  0.000  
513  -0.163684  -0.267523  -0.493076  0.100982  -0.022268  9.763861  33.28  0.000  0.000  0.000  
514  -0.184956  -0.334518  -0.569881  0.089078  -0.018675  9.740294  33.28  0.000  0.000  0.000  
515  -0.208386  -0.297300  -0.546684  0.096761  -0.025882  9.765560  33.28  0.000  0.000  0.000  
516  -0.261230  -0.320235  -0.592522  0.098454  -0.037396  9.749708  33.28  0.000  0.000  0.000  
517  -0.260090  -0.373603  -0.555590  0.096738  -0.029265  9.755652  33.28  0.000  0.000  0.000  
518  -0.207525  -0.357471  -0.592926  0.101579  -0.024715  9.737953  33.28  0.000  0.000  0.000  
519  -0.252873  -0.343106  -0.547584  0.099736  -0.027991  9.761391  33.28  0.000  0.000  0.000  
520  -0.269178  -0.274340  -0.591965  0.106410  -0.019069  9.746479  33.28  0.000  0.000  0.000  
521  -0.283715  -0.337204  -0.494534  0.107558  -0.024710  9.738650  33.28  0.000  0.000  0.000  
522  -0.177910  -0.312319  -0.539227  0.097933  -0.030670  9.737038  33.28  0.000  0.000  0.000  
523  -0.231178  -0.297188  -0.576988  0.078251  -0.023365  9.757039  33.28  0.000  0.000  0.000  
524  -0.215732  -0.305198  -0.524170  0.092094  -0.013242  9.773507  33.28  0.000  0.000  0.000  
525  -0.208658  -0.298096  -0.516366  0.096791  -0.025167  9.734885  33.29  0.000  0.000  0.000  
526  -0.238748  -0.282606  -0.523928  0.106307  -0.030806  9.734324  33.29  0.000  0.000  0.000  
527  -0.200148  -0.351044  -0.517156  0.122912  -0.043024  9.763056  33.29  0.000  0.000  0.000  
528  -0.185088  -0.342535  -0.562365  0.103339  -0.026781  9.755916  33.29  0.000  0.000  0.000  
529  -0.223566  -0.336682  -0.516885  0.093802  -0.025069  9.732976  33.29  0.000  0.000  0.000  
530  -0.163027  -0.313276  -0.486175  0.108597  -0.039277  9.758549  33.30  0.000  0.000  0.000  
531  -0.238200  -0.335652  -0.554883  0.105112  -0.029218  9.751616  33.30  0.000  0.000  0.000  
532  -0.238542  -0.275195  -0.486099  0.100399  -0.023066  9.740724  33.30  0.000  0.000  0.000  
533  -0.291069  -0.312875  -0.554867  0.096107  -0.032848  9.752646  33.30  0.000  0.000  0.000  
534  -0.207696  -0.335737  -0.509468  0.092065  -0.019450  9.735237  33.30  0.000  0.000  0.000  
535  -0.170098  -0.349826  -0.592593  0.109318  -0.026673  9.756536  33.28  0.000  0.000  0.000  
536  -0.246093  -0.328739  -0.532059  0.096247  -0.018298  9.750222  33.28  0.000  0.000  0.000  
537  -0.237776  -0.343687  -0.502151  0.095019  -0.022285  9.747513  33.28  0.000  0.000  0.000  
538  -0.238195  -0.351474  -0.532362  0.104522  -0.028643  9.747375  33.28  0.000  0.000  0.000  
539  -0.245611  -0.358182  -0.592999  0.098578  -0.024973  9.746042  33.28  0.000  0.000  0.000  
540  -0.274627  -0.410690  -0.624259  0.099741  -0.028158  9.752618  33.30  0.000  0.000  0.000  
541  -0.298689  -0.296378  -0.630330  0.098712  -0.012219  9.736550  33.30  0.000  0.000  0.000  
542  -0.275463  -0.327965  -0.532416  0.097470  -0.014907  9.765251  33.30  0.000  0.000  0.000  
543  -0.193076  -0.335740  -0.539515  0.080614  -0.027150  9.747714  33.30  0.000  0.000  0.000  
544  -0.254731  -0.253193  -0.500749  0.098626  -0.020139  9.743465  33.30  0.000  0.000  0.000  
545  -0.246443  -0.274289  -0.576768  0.095097  -0.012755  9.761092  33.30  0.000  0.000  0.000  
546  -0.298967  -0.290140  -0.554564  0.095659  -0.018024  9.743836  33.30  0.000  0.000  0.000  
547  -0.252894  -0.382065  -0.532858  0.099798  -0.022726  9.744608  33.30  0.000  0.000  0.000  
548  -0.261104  -0.313386  -0.524428  0.100915  -0.028873  9.770263  33.30  0.000  0.000  0.000  
549  -0.260611  -0.327451  -0.577649  0.097496  -0.014763  9.730497  33.30  0.000  0.000  0.000  
550  -0.254506  -0.275674  -0.531295  0.101671  -0.013275  9.757686  33.28  0.000  0.000  0.000  
551  -0.328804  -0.329217  -0.517391  0.098574  -0.025084  9.753839  33.28  0.000  0.000  0.000  
552  -0.208118  -0.288884  -0.569359  0.100382  -0.023999  9.749020  33.28  0.000  0.000  0.000  
553  -0.208062  -0.319079  -0.615061  0.102742  -0.027502  9.743634  33.28  0.000  0.000  0.000  
554  -0.283591  -0.352183  -0.517411  0.106438  -0.015335  9.757071  33.28  0.000  0.000  0.000  
555  -0.216462  -0.275827  -0.478284  0.096309  -0.010935  9.763184  33.30  0.000  0.000  0.000  
556  -0.163415  -0.297342  -0.546397  0.100996  -0.022600  9.740973  33.30  0.000  0.000  0.000  
557  -0.207704  -0.388766  -0.585637  0.105103  -0.029509  9.756815  33.30  0.000  0.000  0.000  
558  -0.223403  -0.360168  -0.486926  0.093365  -0.006739  9.754152  33.30  0.000  0.000  0.000  
559  -0.199620  -0.357209  -0.577868  0.104534  -0.029318  9.728308  33.30  0.000  0.000  0.000  
560  -0.246522  -0.274850  -0.546502  0.101628  -0.019926  9.733038  33.28  0.000  0.000  0.000  
561  -0.223469  -0.289543  -0.554235  0.095621  -0.023778  9.721241  33.28  0.000  0.000  0.000  
562  -0.208167  -0.350980  -0.562427  0.094444  -0.018652  9.756625  33.28  0.000  0.000  0.000  
563  -0.261095  -0.328624  -0.539712  0.100973  -0.025147  9.740877  33.28  0.000  0.000  0.000  
564  -0.238064  -0.335254  -0.570041  0.104314  -0.048718  9.765232  33.28  0.000  0.000  0.000  
565  -0.261574  -0.298597  -0.516578  0.093396  -0.004682  9.742162  33.29  0.000  0.000  0.000  
566  -0.193436  -0.321860  -0.463647  0.098546  -0.028635  9.741920  33.29  0.000  0.000  0.000  
567  -0.185604  -0.320992  -0.493935  0.102805  -0.020150  9.756009  33.29  0.000  0.000  0.000  
568  -0.245880  -0.375384  -0.502355  0.104087  -0.011752  9.747564  33.29  0.000  0.000  0.000  
569  -0.193741  -0.312983  -0.561776  0.107623  -0.017026  9.746620  33.29  0.000  0.000  0.000  
570  -0.186741  -0.275243  -0.538510  0.103820  -0.037486  9.765533  33.31  0.000  0.000  0.000  
571  -0.276636  -0.281913  -0.599664  0.100451  -0.018121  9.730351  33.31  0.000  0.000  0.000  
572  -0.208801  -0.321492  -0.516568  0.108776  -0.021191  9.750849  33.31  0.000  0.000  0.000  
573  -0.253849  -0.321427  -0.524395  0.099181  -0.023513  9.757529  33.31  0.000  0.000  0.000  
574  -0.299099  -0.298157  -0.547048  0.096234  -0.020310  9.744146  33.31  0.000  0.000  0.000  
575  -0.245784  -0.328245  -0.539704  0.111833  -0.015116  9.745497  33.29  0.000  0.000  0.000  
576  -0.284304  -0.344501  -0.570063  0.095607  -0.023628  9.733226  33.29  0.000  0.000  0.000  
577  -0.178303  -0.305755  -0.493674  0.101543  -0.028175  9.739018  33.29  0.000  0.000  0.000  
578  -0.231263  -0.328949  -0.531920  0.094380  -0.025186  9.755854  33.29  0.000  0.000  0.000  
579  -0.185424  -0.366166  -0.562514  0.078813  -0.029896  9.719851  33.29  0.000  0.000  0.000  
580  -0.222984  -0.343594  -0.524685  0.090803  -0.023449  9.767415  33.31  0.000  0.000  0.000  
581  -0.178170  -0.335973  -0.531836  0.097402  -0.022354  9.751994  33.31  0.000  0.000  0.000  
582  -0.246839  -0.307127  -0.486249  0.094409  -0.022930  9.746086  33.31  0.000  0.000  0.000  
583  -0.245869  -0.360006  -0.494636  0.095485  -0.034958  9.753394  33.31  0.000  0.000  0.000  
584  -0.238836  -0.297961  -0.539186  0.099139  -0.028485  9.750124  33.31  0.000  0.000  0.000  
585  -0.148130  -0.290069  -0.493374  0.101561  -0.025677  9.747458  33.30  0.000  0.000  0.000  
586  -0.208296  -0.328381  -0.531907  0.105159  -0.025124  9.741529  33.30  0.000  0.000  0.000  
587  -0.231107  -0.375431  -0.517322  0.099893  -0.012843  9.739886  33.30  0.000  0.000  0.000  
588  -0.208511  -0.329341  -0.486483  0.108119  -0.028865  9.732182  33.30  0.000  0.000  0.000  
589  -0.328399  -0.405658  -0.548548  0.087252  -0.022871  9.724913  33.30  0.000  0.000  0.000  
590  -0.170432  -0.304606  -0.539094  0.095599  -0.025443  9.727953  33.30  0.000  0.000  0.000  
591  -0.192901  -0.382082  -0.532484  0.098661  -0.016525  9.742284  33.30  0.000  0.000  0.000  
592  -0.201319  -0.321398  -0.524077  0.100991  -0.022279  9.749630  33.30  0.000  0.000  0.000  
593  -0.207821  -0.367779  -0.449267  0.100261  -0.037255  9.737535  33.30  0.000  0.000  0.000  
594  -0.306716  -0.306852  -0.494216  0.092089  -0.016874  9.734125  33.30  0.000  0.000  0.000  
595  -0.239287  -0.283032  -0.538903  0.101629  -0.019743  9.731712  33.29  0.000  0.000  0.000  
596  -0.133558  -0.275114  -0.493004  0.101647  -0.018041  9.729718  33.29  0.000  0.000  0.000  
597  -0.277061  -0.299654  -0.486295  0.098594  -0.024546  9.728870  33.29  0.000  0.000  0.000  
598  -0.261510  -0.305794  -0.546919  0.084849  -0.022463  9.742360  33.29  0.000  0.000  0.000  
599  -0.216071  -0.359444  -0.547322  0.106382  -0.022580  9.733936  33.29  0.000  0.000  0.000  
600  -0.246496  -0.290532  -0.531548  0.105217  -0.019157  9.741185  33.32  0.000  0.000  0.000  
601  -0.208852  -0.290129  -0.546476  0.096753  -0.028571  9.738873  33.32  0.000  0.000  0.000  
602  -0.222678  -0.373716  -0.555333  0.104507  -0.030548  9.744184  33.32  0.000  0.000  0.000  
603  -0.223725  -0.320815  -0.554486  0.105188  -0.022004  9.740362  33.32  0.000  0.000  0.000  
604  -0.261459  -0.337157  -0.517011  0.102203  -0.020562  9.751798  33.32  0.000  0.000  0.000  
605  -0.186354  -0.282975  -0.508451  0.087258  -0.019841  9.753120  33.31  0.000  0.000  0.000  
606  -0.262737  -0.292975  -0.470815  0.088436  -0.022777  9.734590  33.31  0.000  0.000  0.000  
607  -0.193810  -0.336985  -0.516633  0.103280  -0.032225  9.756455  33.31  0.000  0.000  0.000  
608  -0.231091  -0.320651  -0.554569  0.111117  -0.026010  9.758204  33.31  0.000  0.000  0.000  
609  -0.223916  -0.282232  -0.561594  0.108041  -0.035745  9.747333  33.31  0.000  0.000  0.000  
610  -0.215899  -0.321115  -0.509163  0.091426  -0.022573  9.745527  33.30  0.000  0.000  0.000  
611  -0.253934  -0.306167  -0.516650  0.092083  -0.016583  9.743990  33.30  0.000  0.000  0.000  
612  -0.254205  -0.298177  -0.554301  0.096787  -0.024128  9.749881  33.30  0.000  0.000  0.000  
613  -0.269974  -0.276591  -0.508578  0.102780  -0.022112  9.756655  33.30  0.000  0.000  0.000  
614  -0.164058  -0.299637  -0.447929  0.088355  -0.029022  9.762670  33.30  0.000  0.000  0.000  
615  -0.170414  -0.343284  -0.539500  0.104014  -0.019646  9.743548  33.32  0.000  0.000  0.000  
616  -0.246648  -0.298689  -0.516465  0.087294  -0.015516  9.760657  33.32  0.000  0.000  0.000  
617  -0.208923  -0.305928  -0.531496  0.106978  -0.021836  9.747387  33.32  0.000  0.000  0.000  
618  -0.192777  -0.358827  -0.524716  0.082418  -0.025972  9.750537  33.32  0.000  0.000  0.000  
619  -0.216152  -0.313568  -0.516574  0.102824  -0.020619  9.723142  33.32  0.000  0.000  0.000  
620  -0.193936  -0.313802  -0.523918  0.108062  -0.033040  9.750275  33.30  0.000  0.000  0.000  
621  -0.193111  -0.381874  -0.562670  0.087816  -0.024629  9.742027  33.30  0.000  0.000  0.000  
622  -0.300132  -0.276315  -0.538965  0.102757  -0.025279  9.747176  33.30  0.000  0.000  0.000  
623  -0.277017  -0.306992  -0.509070  0.103258  -0.034020  9.764454  33.30  0.000  0.000  0.000  
624  -0.276271  -0.328604  -0.554879  0.097422  -0.020759  9.747115  33.30  0.000  0.000  0.000  
625  -0.231389  -0.305767  -0.539206  0.101989  -0.043513  9.741332  33.30  0.000  0.000  0.000  
626  -0.231206  -0.329112  -0.516813  0.091476  -0.016992  9.748083  33.30  0.000  0.000  0.000  
627  -0.238970  -0.297776  -0.561833  0.103349  -0.026847  9.738760  33.30  0.000  0.000  0.000  
628  -0.171312  -0.312841  -0.576739  0.090160  -0.028485  9.754941  33.30  0.000  0.000  0.000  
629  -0.239064  -0.306096  -0.531643  0.096173  -0.026716  9.739125  33.30  0.000  0.000  0.000  
630  -0.254246  -0.337276  -0.532008  0.103367  -0.022484  9.766081  33.31  0.000  0.000  0.000  
631  -0.262674  -0.300173  -0.501157  0.092647  -0.018870  9.751060  33.31  0.000  0.000  0.000  
632  -0.194118  -0.345681  -0.478824  0.094410  -0.021871  9.753947  33.31  0.000  0.000  0.000  
633  -0.194290  -0.268723  -0.462853  0.109355  -0.022990  9.753521  33.31  0.000  0.000  0.000  
634  -0.156480  -0.291223  -0.485628  0.093730  -0.031183  9.746124  33.31  0.000  0.000  0.000  
635  -0.246397  -0.375086  -0.562702  0.105762  -0.023289  9.750951  33.32  0.000  0.000  0.000  
636  -0.148485  -0.305053  -0.553926  0.096730  -0.029231  9.758826  33.32  0.000  0.000  0.000  
637  -0.231645  -0.345825  -0.471488  0.107536  -0.024333  9.765296  33.32  0.000  0.000  0.000  
638  -0.254454  -0.383505  -0.562677  0.101540  -0.028041  9.733809  33.32  0.000  0.000  0.000  
639  -0.223688  -0.321118  -0.531813  0.094972  -0.026612  9.746737  33.32  0.000  0.000  0.000  
640  -0.208184  -0.350536  -0.592666  0.092616  -0.022986  9.744909  33.30  0.000  0.000  0.000  
641  -0.232119  -0.267610  -0.561288  0.093830  -0.021080  9.743375  33.30  0.000  0.000  0.000  
642  -0.223591  -0.321001  -0.531840  0.103981  -0.020943  9.769560  33.30  0.000  0.000  0.000  
643  -0.216343  -0.274985  -0.523682  0.102738  -0.028142  9.741387  33.30  0.000  0.000  0.000  
644  -0.171366  -0.307839  -0.402742  0.081188  -0.030943  9.728870  33.30  0.000  0.000  0.000  
645  -0.208799  -0.367929  -0.517050  0.099887  -0.012489  9.750297  33.31  0.000  0.000  0.000  
646  -0.201279  -0.321117  -0.539210  0.104034  -0.019324  9.718151  33.31  0.000  0.000  0.000  
647  -0.232303  -0.300072  -0.478389  0.112369  -0.020352  9.751822  33.31  0.000  0.000  0.000  
648  -0.246667  -0.337064  -0.539544  0.114185  -0.018840  9.743479  33.31  0.000  0.000  0.000  
649  -0.201449  -0.337618  -0.486398  0.095505  -0.032117  9.758014  33.31  0.000  0.000  0.000  
650  -0.254480  -0.329589  -0.546986  0.083067  -0.019276  9.761515  33.32  0.000  0.000  0.000  
651  -0.254084  -0.305538  -0.569536  0.100441  -0.019225  9.726911  33.32  0.000  0.000  0.000  
652  -0.269182  -0.360764  -0.509676  0.092084  -0.016280  9.740793  33.32  0.000  0.000  0.000  
653  -0.262328  -0.299982  -0.486129  0.094297  -0.035640  9.729206  33.32  0.000  0.000  0.000  
654  -0.224973  -0.299933  -0.500979  0.087774  -0.029254  9.733765  33.32  0.000  0.000  0.000  
655  -0.201532  -0.313571  -0.546622  0.106860  -0.034346  9.741035  33.33  0.000  0.000  0.000  
656  -0.238984  -0.343770  -0.592554  0.090767  -0.028007  9.749016  33.33  0.000  0.000  0.000  
657  -0.216705  -0.282935  -0.538786  0.095555  -0.026821  9.761971  33.33  0.000  0.000  0.000  
658  -0.238861  -0.320515  -0.584786  0.096727  -0.029966  9.754280  33.33  0.000  0.000  0.000  
659  -0.140844  -0.350858  -0.584643  0.106947  -0.024463  9.749959  33.33  0.000  0.000  0.000  
660  -0.231582  -0.353023  -0.501830  0.081873  -0.020156  9.748751  33.33  0.000  0.000  0.000  
661  -0.163015  -0.366165  -0.569911  0.092637  -0.021157  9.738667  33.33  0.000  0.000  0.000  
662  -0.231494  -0.337668  -0.486571  0.095008  -0.022907  9.744892  33.33  0.000  0.000  0.000  
663  -0.223884  -0.351970  -0.554764  0.091996  -0.025936  9.732883  33.33  0.000  0.000  0.000  
664  -0.223690  -0.359937  -0.524653  0.099796  -0.023035  9.737957  33.33  0.000  0.000  0.000  
665  -0.231915  -0.329049  -0.577108  0.092694  -0.014901  9.739882  33.32  0.000  0.000  0.000  
666  -0.284419  -0.314728  -0.501662  0.101057  -0.015897  9.745176  33.32  0.000  0.000  0.000  
667  -0.291811  -0.337117  -0.547345  0.097409  -0.021672  9.748276  33.32  0.000  0.000  0.000  
668  -0.225256  -0.269087  -0.515703  0.106267  -0.033478  9.741317  33.32  0.000  0.000  0.000  
669  -0.291730  -0.344758  -0.547447  0.090765  -0.029663  9.732942  33.32  0.000  0.000  0.000  
670  -0.262797  -0.276406  -0.546248  0.094978  -0.026351  9.735860  33.31  0.000  0.000  0.000  
671  -0.201111  -0.390456  -0.547539  0.093789  -0.026562  9.724133  33.31  0.000  0.000  0.000  
672  -0.156496  -0.298982  -0.485704  0.091352  -0.030769  9.732481  33.31  0.000  0.000  0.000  
673  -0.231310  -0.399248  -0.494824  0.079433  -0.025547  9.741261  33.31  0.000  0.000  0.000  
674  -0.208398  -0.359699  -0.517079  0.098581  -0.024083  9.750472  33.31  0.000  0.000  0.000  
675  -0.156336  -0.306062  -0.516072  0.091371  -0.028253  9.739127  33.31  0.000  0.000  0.000  
676  -0.239035  -0.376418  -0.487008  0.096760  -0.026866  9.746603  33.31  0.000  0.000  0.000  
677  -0.170903  -0.366870  -0.554730  0.082494  -0.018513  9.738505  33.31  0.000  0.000  0.000  
678  -0.238845  -0.376766  -0.449255  0.104508  -0.030172  9.742117  33.31  0.000  0.000  0.000  
679  -0.232637  -0.284885  -0.485698  0.096912  -0.012848  9.724410  33.31  0.000  0.000  0.000  
680  -0.269632  -0.345834  -0.509393  0.101626  -0.018522  9.745384  33.33  0.000  0.000  0.000  
681  -0.217455  -0.291939  -0.515979  0.104004  -0.018805  9.757741  33.33  0.000  0.000  0.000  
682  -0.254337  -0.353215  -0.509461  0.106381  -0.020846  9.754103  33.33  0.000  0.000  0.000  
683  -0.156117  -0.312721  -0.569139  0.100890  -0.033042  9.743622  33.33  0.000  0.000  0.000  
684  -0.194020  -0.383798  -0.509496  0.097278  -0.035010  9.744800  33.33  0.000  0.000  0.000  
685  -0.277464  -0.346703  -0.479106  0.103389  -0.022918  9.729627  33.34  0.000  0.000  0.000  
686  -0.178793  -0.321138  -0.539066  0.112339  -0.023432  9.752364  33.34  0.000  0.000  0.000  
687  -0.254553  -0.298951  -0.531523  0.113409  -0.035117  9.769498  33.34  0.000  0.000  0.000  
688  -0.231713  -0.352254  -0.562282  0.107522  -0.026811  9.749722  33.34  0.000  0.000  0.000  
689  -0.216730  -0.314275  -0.516417  0.101066  -0.015959  9.730984  33.34  0.000  0.000  0.000  
690  -0.171561  -0.329903  -0.493661  0.094422  -0.019907  9.763026  33.32  0.000  0.000  0.000  
691  -0.262706  -0.277456  -0.470663  0.102792  -0.020033  9.766240  33.32  0.000  0.000  0.000  
692  -0.291397  -0.351743  -0.570301  0.109327  -0.026013  9.751646  33.32  0.000  0.000  0.000  
693  -0.201446  -0.337034  -0.524203  0.083745  -0.013271  9.734814  33.32  0.000  0.000  0.000  
694  -0.224273  -0.344822  -0.547017  0.094399  -0.023807  9.743660  33.32  0.000  0.000  0.000  
695  -0.314002  -0.382596  -0.585855  0.104579  -0.023047  9.739832  33.33  0.000  0.000  0.000  
696  -0.217347  -0.323465  -0.470964  0.115831  -0.032622  9.757218  33.33  0.000  0.000  0.000  
697  -0.261866  -0.329566  -0.539502  0.092624  -0.021479  9.750417  33.33  0.000  0.000  0.000  
698  -0.187019  -0.290250  -0.591521  0.100488  -0.013215  9.735667  33.33  0.000  0.000  0.000  
699  -0.224337  -0.337624  -0.516675  0.098559  -0.026214  9.747685  33.33  0.000  0.000  0.000  
700  -0.195082  -0.308624  -0.447917  0.102212  -0.020259  9.734957  33.33  0.000  0.000  0.000  
701  -0.277069  -0.352683  -0.562464  0.102787  -0.022852  9.735499  33.33  0.000  0.000  0.000  
702  -0.247535  -0.282900  -0.606794  0.095558  -0.027308  9.745964  33.33  0.000  0.000  0.000  
703  -0.217077  -0.314465  -0.531445  0.101010  -0.021026  9.736344  33.33  0.000  0.000  0.000  
704  -0.231614  -0.351552  -0.600114  0.086578  -0.028509  9.743622  33.33  0.000  0.000  0.000  
705  -0.239495  -0.338048  -0.501603  0.104463  -0.034014  9.749044  33.33  0.000  0.000  0.000  
706  -0.223494  -0.359117  -0.562511  0.087173  -0.028722  9.749134  33.33  0.000  0.000  0.000  
707  -0.254926  -0.292247  -0.493537  0.102014  -0.040901  9.736633  33.33  0.000  0.000  0.000  
708  -0.224704  -0.329752  -0.554300  0.088360  -0.027994  9.763435  33.33  0.000  0.000  0.000  
709  -0.238865  -0.359917  -0.539820  0.090868  -0.017193  9.754985  33.33  0.000  0.000  0.000  
710  -0.224863  -0.330875  -0.493769  0.104538  -0.026055  9.748266  33.32  0.000  0.000  0.000  
711  -0.217472  -0.291496  -0.546218  0.101575  -0.023785  9.743179  33.32  0.000  0.000  0.000  
712  -0.186852  -0.321355  -0.569205  0.089638  -0.022846  9.723392  33.32  0.000  0.000  0.000  
713  -0.224783  -0.300281  -0.463226  0.096123  -0.031881  9.733879  33.32  0.000  0.000  0.000  
714  -0.246636  -0.368567  -0.502069  0.109837  -0.035441  9.742388  33.32  0.000  0.000  0.000  
715  -0.179547  -0.322524  -0.508618  0.096707  -0.031982  9.746660  33.33  0.000  0.000  0.000  
716  -0.194203  -0.330421  -0.471080  0.090180  -0.027532  9.739511  33.33  0.000  0.000  0.000  
717  -0.194463  -0.337085  -0.561821  0.099144  -0.027895  9.740183  33.33  0.000  0.000  0.000  
718  -0.247553  -0.308232  -0.470933  0.095540  -0.029908  9.737601  33.33  0.000  0.000  0.000  
719  -0.194477  -0.314812  -0.501088  0.109973  -0.020900  9.747683  33.33  0.000  0.000  0.000  
720  -0.186656  -0.337525  -0.508931  0.101540  -0.026676  9.753664  33.33  0.000  0.000  0.000  
721  -0.216810  -0.344868  -0.546960  0.102215  -0.020479  9.731564  33.33  0.000  0.000  0.000  
722  -0.201183  -0.368020  -0.501913  0.096749  -0.028120  9.746243  33.33  0.000  0.000  0.000  
723  -0.246436  -0.422388  -0.510246  0.095033  -0.019386  9.751135  33.33  0.000  0.000  0.000  
724  -0.201871  -0.337785  -0.508965  0.099113  -0.030187  9.753537  33.33  0.000  0.000  0.000  
725  -0.209510  -0.338418  -0.478730  0.102838  -0.015815  9.757246  33.33  0.000  0.000  0.000  
726  -0.187280  -0.322690  -0.516162  0.103993  -0.019017  9.767036  33.33  0.000  0.000  0.000  
727  -0.208783  -0.360170  -0.516974  0.094428  -0.020972  9.743897  33.33  0.000  0.000  0.000  
728  -0.262647  -0.324057  -0.456039  0.103338  -0.027571  9.736218  33.33  0.000  0.000  0.000  
729  -0.225704  -0.253573  -0.553225  0.109892  -0.029801  9.737185  33.33  0.000  0.000  0.000  
730  -0.171580  -0.321257  -0.554064  0.095555  -0.027259  9.751266  33.35  0.000  0.000  0.000  
731  -0.186573  -0.344582  -0.546839  0.100918  -0.029786  9.744132  33.35  0.000  0.000  0.000  
732  -0.217667  -0.292315  -0.508360  0.100396  -0.021935  9.742831  33.35  0.000  0.000  0.000  
733  -0.224442  -0.369525  -0.464041  0.101500  -0.031572  9.742048  33.35  0.000  0.000  0.000  
734  -0.201859  -0.360642  -0.531892  0.090189  -0.027515  9.724072  33.35  0.000  0.000  0.000  
735  -0.216208  -0.351640  -0.562326  0.101582  -0.023518  9.742150  33.34  0.000  0.000  0.000  
736  -0.239507  -0.353426  -0.509322  0.090234  -0.020471  9.757087  33.34  0.000  0.000  0.000  
737  -0.254978  -0.346724  -0.478962  0.087798  -0.025984  9.743164  33.34  0.000  0.000  0.000  
738  -0.284597  -0.337236  -0.562342  0.087888  -0.017373  9.738456  33.34  0.000  0.000  0.000  
739  -0.240471  -0.269347  -0.515737  0.101008  -0.020868  9.739190  33.34  0.000  0.000  0.000  
740  -0.171443  -0.376083  -0.501736  0.094404  -0.022251  9.754470  33.34  0.000  0.000  0.000  
741  -0.254439  -0.367543  -0.592764  0.097991  -0.022263  9.755731  33.34  0.000  0.000  0.000  
742  -0.261977  -0.298624  -0.546712  0.091465  -0.019599  9.728454  33.34  0.000  0.000  0.000  
743  -0.210428  -0.261094  -0.545726  0.106414  -0.017672  9.747558  33.34  0.000  0.000  0.000  
744  -0.247102  -0.314375  -0.539185  0.099251  -0.019085  9.717290  33.34  0.000  0.000  0.000  
745  -0.248136  -0.254299  -0.500457  0.109345  -0.023788  9.749848  33.33  0.000  0.000  0.000  
746  -0.179452  -0.314203  -0.538807  0.086050  -0.022027  9.733150  33.33  0.000  0.000  0.000  
747  -0.224765  -0.321970  -0.561764  0.094390  -0.023387  9.757580  33.33  0.000  0.000  0.000  
748  -0.171691  -0.337337  -0.523951  0.096801  -0.023266  9.736532  33.33  0.000  0.000  0.000  
749  -0.277739  -0.284073  -0.546437  0.093238  -0.019511  9.751791  33.33  0.000  0.000  0.000  
750  -0.262304  -0.384514  -0.524823  0.122463  -0.029496  9.725676  33.33  0.000  0.000  0.000  
751  -0.232201  -0.345808  -0.516703  0.101510  -0.030274  9.744747  33.33  0.000  0.000  0.000  
752  -0.263488  -0.246755  -0.515495  0.096809  -0.021150  9.750835  33.33  0.000  0.000  0.000  
753  -0.202312  -0.346296  -0.493804  0.097879  -0.034962  9.739435  33.33  0.000  0.000  0.000  
754  -0.194917  -0.284505  -0.493087  0.099852  -0.016705  9.740304  33.33  0.000  0.000  0.000  
755  -0.277847  -0.346590  -0.516806  0.100409  -0.022171  9.722246  33.33  0.000  0.000  0.000  
756  -0.202530  -0.330851  -0.508706  0.097976  -0.024708  9.741911  33.33  0.000  0.000  0.000  
757  -0.179621  -0.321917  -0.553963  0.096226  -0.019177  9.754558  33.33  0.000  0.000  0.000  
758  -0.285226  -0.306580  -0.592094  0.094908  -0.031826  9.756596  33.33  0.000  0.000  0.000  
759  -0.187022  -0.320866  -0.614524  0.099785  -0.024532  9.726151  33.33  0.000  0.000  0.000  
760  -0.141544  -0.352990  -0.501282  0.106387  -0.019954  9.753193  33.35  0.000  0.000  0.000  
761  -0.238937  -0.405748  -0.585648  0.105729  -0.026674  9.747805  33.35  0.000  0.000  0.000  
762  -0.202315  -0.329891  -0.554130  0.092067  -0.016815  9.748194  33.35  0.000  0.000  0.000  
763  -0.172211  -0.329420  -0.576655  0.105095  -0.029974  9.748738  33.35  0.000  0.000  0.000  
764  -0.292208  -0.352966  -0.554958  0.093775  -0.026880  9.738847  33.35  0.000  0.000  0.000  
765  -0.149156  -0.360518  -0.524061  0.093123  -0.031905  9.740603  33.33  0.000  0.000  0.000  
766  -0.232101  -0.353309  -0.524372  0.103247  -0.036314  9.742213  33.33  0.000  0.000  0.000  
767  -0.209479  -0.352932  -0.539387  0.096801  -0.023186  9.735286  33.33  0.000  0.000  0.000  
768  -0.224260  -0.375881  -0.539781  0.108678  -0.030871  9.748531  33.33  0.000  0.000  0.000  
769  -0.224718  -0.298693  -0.561536  0.106339  -0.027222  9.727468  33.33  0.000  0.000  0.000  
770  -0.224389  -0.362069  -0.441292  0.099755  -0.025401  9.756942  33.33  0.000  0.000  0.000  
771  -0.210038  -0.268242  -0.553474  0.103975  -0.021772  9.758791  33.33  0.000  0.000  0.000  
