Index  OmegaX[°/s]  OmegaY[°/s]  OmegaZ[°/s]  fX[m/s/s]  fY[m/s/s]  fZ[m/s/s]  Temperature[°C]  Roll[°]  Pitch[°]  Heading[°]  
481  -0.182122  -0.381132  -0.544363  0.097884  -0.016111  9.743476  32.83  0.000  0.000  0.000  
482  -0.242852  -0.358346  -0.566908  0.100464  0.000342  9.730427  32.83  0.000  0.000  0.000  
483  -0.265373  -0.350815  -0.574733  0.094242  -0.017785  9.747721  32.83  0.000  0.000  0.000  
484  -0.264784  -0.396968  -0.560394  0.099598  -0.018103  9.733783  32.84  0.000  0.000  0.000  
485  -0.227394  -0.373803  -0.552189  0.099002  -0.022534  9.720419  32.84  0.000  0.000  0.000  
486  -0.258187  -0.366655  -0.536536  0.100338  -0.019019  9.717665  32.84  0.000  0.000  0.000  
487  -0.280649  -0.358703  -0.567060  0.109325  -0.011923  9.718476  32.84  0.000  0.000  0.000  
488  -0.220187  -0.327474  -0.574335  0.110964  -0.017811  9.755143  32.84  0.000  0.000  0.000  
489  -0.205817  -0.312525  -0.543175  0.089720  -0.002457  9.734769  32.83  0.000  0.000  0.000  
490  -0.234905  -0.350998  -0.552273  0.100191  -0.015936  9.722277  32.83  0.000  0.000  0.000  
491  -0.287755  -0.350504  -0.605360  0.098524  -0.005344  9.712975  32.83  0.000  0.000  0.000  
492  -0.197139  -0.358551  -0.537001  0.106334  -0.001071  9.721878  32.83  0.000  0.000  0.000  
493  -0.257490  -0.389512  -0.544949  0.109956  -0.003689  9.711870  32.83  0.000  0.000  0.000  
494  -0.227764  -0.335888  -0.536636  0.103976  -0.002618  9.702157  32.84  0.000  0.000  0.000  
495  -0.212657  -0.341935  -0.611981  0.101615  -0.004512  9.727107  32.84  0.000  0.000  0.000  
496  -0.235324  -0.366185  -0.551758  0.097343  -0.015238  9.726353  32.84  0.000  0.000  0.000  
497  -0.234961  -0.366245  -0.552208  0.103887  -0.010723  9.715738  32.84  0.000  0.000  0.000  
498  -0.287266  -0.419381  -0.598444  0.091418  -0.003490  9.712571  32.84  0.000  0.000  0.000  
499  -0.220563  -0.326981  -0.596494  0.105104  -0.018269  9.728202  32.84  0.000  0.000  0.000  
500  -0.228041  -0.336273  -0.513667  0.112218  -0.018820  9.734269  32.84  0.000  0.000  0.000  
501  -0.204369  -0.388615  -0.567616  0.101494  -0.009653  9.707870  32.84  0.000  0.000  0.000  
502  -0.219646  -0.388300  -0.590105  0.099039  -0.020063  9.724745  32.84  0.000  0.000  0.000  
503  -0.159220  -0.372177  -0.604881  0.095549  -0.008812  9.717607  32.84  0.000  0.000  0.000  
504  -0.242935  -0.374306  -0.529101  0.104150  0.006095  9.720853  32.84  0.000  0.000  0.000  
505  -0.274161  -0.283036  -0.520430  0.104675  -0.000957  9.727247  32.84  0.000  0.000  0.000  
506  -0.250285  -0.365205  -0.612349  0.094364  -0.014770  9.717996  32.84  0.000  0.000  0.000  
507  -0.303396  -0.343507  -0.574603  0.097327  -0.014269  9.714433  32.84  0.000  0.000  0.000  
508  -0.121695  -0.365008  -0.559139  0.111125  -0.007759  9.718417  32.84  0.000  0.000  0.000  
509  -0.197143  -0.373950  -0.529459  0.088270  -0.016959  9.725141  32.84  0.000  0.000  0.000  
510  -0.212170  -0.404189  -0.552268  0.100317  -0.015311  9.724070  32.84  0.000  0.000  0.000  
511  -0.227472  -0.342559  -0.589792  0.097259  -0.014289  9.713186  32.84  0.000  0.000  0.000  
512  -0.189842  -0.334116  -0.612057  0.115328  -0.002644  9.738232  32.84  0.000  0.000  0.000  
513  -0.250689  -0.358802  -0.543970  0.095459  -0.028470  9.720786  32.84  0.000  0.000  0.000  
514  -0.204887  -0.342473  -0.582045  0.102081  -0.010316  9.736163  32.85  0.000  0.000  0.000  
515  -0.212698  -0.335593  -0.544051  0.090064  -0.019559  9.715050  32.85  0.000  0.000  0.000  
516  -0.183224  -0.311866  -0.565603  0.099796  -0.015007  9.739940  32.85  0.000  0.000  0.000  
517  -0.197557  -0.350135  -0.574190  0.108080  -0.016621  9.722114  32.85  0.000  0.000  0.000  
518  -0.197151  -0.364741  -0.612407  0.101579  -0.006014  9.710878  32.85  0.000  0.000  0.000  
519  -0.212316  -0.395962  -0.582251  0.092623  -0.010439  9.724922  32.84  0.000  0.000  0.000  
520  -0.235339  -0.359129  -0.521570  0.110354  -0.026724  9.726073  32.84  0.000  0.000  0.000  
521  -0.205146  -0.366320  -0.528937  0.103998  -0.006829  9.732236  32.84  0.000  0.000  0.000  
522  -0.288853  -0.336071  -0.551201  0.106406  -0.012966  9.725114  32.84  0.000  0.000  0.000  
523  -0.266508  -0.291038  -0.497892  0.107540  -0.012424  9.722635  32.84  0.000  0.000  0.000  
524  -0.250348  -0.382605  -0.499148  0.087231  -0.006457  9.742907  32.85  0.000  0.000  0.000  
525  -0.189554  -0.387990  -0.589804  0.116364  -0.021711  9.772965  32.85  0.000  0.000  0.000  
526  -0.167928  -0.343844  -0.482811  0.095473  -0.027574  9.736502  32.85  0.000  0.000  0.000  
527  -0.227933  -0.349824  -0.604307  0.097815  -0.030485  9.741687  32.85  0.000  0.000  0.000  
528  -0.198060  -0.342855  -0.550940  0.100382  -0.017785  9.719856  32.85  0.000  0.000  0.000  
529  -0.257694  -0.389909  -0.522070  0.094378  -0.008524  9.732235  32.86  0.000  0.000  0.000  
530  -0.220184  -0.374104  -0.529100  0.116623  -0.002023  9.708908  32.86  0.000  0.000  0.000  
531  -0.220027  -0.364779  -0.619794  0.091976  -0.014107  9.720181  32.86  0.000  0.000  0.000  
532  -0.220138  -0.373250  -0.574408  0.097894  -0.021807  9.726824  32.86  0.000  0.000  0.000  
533  -0.197547  -0.365968  -0.544040  0.099175  -0.013329  9.702047  32.86  0.000  0.000  0.000  
534  -0.205480  -0.311719  -0.588842  0.102787  -0.007658  9.719414  32.85  0.000  0.000  0.000  
535  -0.227943  -0.365796  -0.566590  0.099782  -0.014333  9.743921  32.85  0.000  0.000  0.000  
536  -0.266860  -0.275006  -0.535160  0.102309  -0.003263  9.730539  32.85  0.000  0.000  0.000  
537  -0.235591  -0.318792  -0.634374  0.092011  -0.009760  9.728889  32.85  0.000  0.000  0.000  
538  -0.235355  -0.342290  -0.604505  0.096168  -0.010206  9.739012  32.85  0.000  0.000  0.000  
539  -0.189806  -0.349234  -0.619648  0.090136  -0.014495  9.730134  32.85  0.000  0.000  0.000  
540  -0.189868  -0.403482  -0.574336  0.095677  -0.011088  9.723996  32.85  0.000  0.000  0.000  
541  -0.250809  -0.351442  -0.528735  0.089792  0.006215  9.751013  32.85  0.000  0.000  0.000  
542  -0.243278  -0.343881  -0.521126  0.104499  -0.019610  9.720184  32.85  0.000  0.000  0.000  
543  -0.272743  -0.412086  -0.567476  0.097971  -0.016659  9.714894  32.85  0.000  0.000  0.000  
544  -0.273717  -0.389614  -0.536094  0.091119  0.002281  9.733641  32.85  0.000  0.000  0.000  
545  -0.213082  -0.365898  -0.551127  0.093875  -0.014956  9.708151  32.85  0.000  0.000  0.000  
546  -0.242893  -0.350424  -0.581939  0.090828  -0.006792  9.727206  32.85  0.000  0.000  0.000  
547  -0.220843  -0.312540  -0.550892  0.095559  -0.015784  9.728173  32.85  0.000  0.000  0.000  
548  -0.205357  -0.335485  -0.543751  0.097277  -0.019947  9.730001  32.85  0.000  0.000  0.000  
549  -0.273580  -0.351784  -0.521170  0.077796  -0.002137  9.713923  32.85  0.000  0.000  0.000  
550  -0.251214  -0.375264  -0.475447  0.099361  -0.008068  9.727792  32.85  0.000  0.000  0.000  
551  -0.288405  -0.366801  -0.544224  0.099620  -0.031632  9.713753  32.85  0.000  0.000  0.000  
552  -0.235456  -0.334789  -0.596837  0.102231  -0.002731  9.726843  32.85  0.000  0.000  0.000  
553  -0.166964  -0.410933  -0.574527  0.099900  -0.004787  9.711930  32.85  0.000  0.000  0.000  
554  -0.205154  -0.357111  -0.611885  0.092089  -0.007205  9.706238  32.86  0.000  0.000  0.000  
555  -0.273731  -0.352333  -0.490814  0.100336  -0.021776  9.729865  32.86  0.000  0.000  0.000  
556  -0.121312  -0.403356  -0.552084  0.092516  -0.013911  9.730667  32.86  0.000  0.000  0.000  
557  -0.220585  -0.350723  -0.551223  0.089102  -0.006743  9.728990  32.86  0.000  0.000  0.000  
558  -0.220582  -0.365548  -0.573856  0.092153  -0.007063  9.713917  32.86  0.000  0.000  0.000  
559  -0.190449  -0.334733  -0.573596  0.099315  -0.002087  9.727920  32.87  0.000  0.000  0.000  
560  -0.243352  -0.367471  -0.483331  0.095786  0.002890  9.736462  32.87  0.000  0.000  0.000  
561  -0.295457  -0.397182  -0.559976  0.100943  -0.013308  9.735521  32.87  0.000  0.000  0.000  
562  -0.182969  -0.335223  -0.543300  0.089713  -0.005602  9.726480  32.87  0.000  0.000  0.000  
563  -0.228297  -0.343141  -0.551061  0.096695  -0.025532  9.750309  32.87  0.000  0.000  0.000  
564  -0.205373  -0.350451  -0.558818  0.099849  -0.006072  9.738507  32.86  0.000  0.000  0.000  
565  -0.220798  -0.305063  -0.543403  0.101581  -0.008097  9.727079  32.86  0.000  0.000  0.000  
566  -0.281289  -0.359028  -0.543641  0.106437  -0.015427  9.721448  32.86  0.000  0.000  0.000  
567  -0.159534  -0.387668  -0.589413  0.103477  -0.001904  9.739702  32.86  0.000  0.000  0.000  
568  -0.205607  -0.303352  -0.626392  0.096221  -0.009227  9.727752  32.86  0.000  0.000  0.000  
569  -0.243108  -0.397018  -0.536434  0.094594  -0.002616  9.729136  32.85  0.000  0.000  0.000  
570  -0.235939  -0.297143  -0.566060  0.094931  -0.015148  9.729783  32.85  0.000  0.000  0.000  
571  -0.280739  -0.405462  -0.514169  0.098026  -0.015224  9.727631  32.85  0.000  0.000  0.000  
572  -0.228003  -0.366217  -0.543891  0.098593  -0.015340  9.721761  32.85  0.000  0.000  0.000  
573  -0.228434  -0.350746  -0.550893  0.106492  -0.009382  9.725198  32.85  0.000  0.000  0.000  
574  -0.319154  -0.352177  -0.521082  0.094953  -0.026072  9.721059  32.87  0.000  0.000  0.000  
575  -0.274341  -0.304741  -0.580547  0.094042  -0.000647  9.738237  32.87  0.000  0.000  0.000  
576  -0.266552  -0.335363  -0.573269  0.093351  -0.011980  9.738836  32.87  0.000  0.000  0.000  
577  -0.197112  -0.396265  -0.559671  0.102142  -0.011643  9.729406  32.87  0.000  0.000  0.000  
578  -0.182173  -0.389182  -0.521676  0.100388  -0.007412  9.731050  32.87  0.000  0.000  0.000  
579  -0.250766  -0.367566  -0.483541  0.100881  -0.023534  9.731874  32.85  0.000  0.000  0.000  
580  -0.251106  -0.350387  -0.581160  0.088003  -0.006272  9.721942  32.85  0.000  0.000  0.000  
581  -0.243562  -0.343260  -0.550942  0.092739  -0.006679  9.734401  32.85  0.000  0.000  0.000  
582  -0.213283  -0.349316  -0.618750  0.110152  -0.005115  9.731693  32.85  0.000  0.000  0.000  
583  -0.243108  -0.366793  -0.521343  0.102725  -0.018909  9.724744  32.85  0.000  0.000  0.000  
584  -0.265577  -0.389639  -0.536783  0.095087  -0.006183  9.730218  32.85  0.000  0.000  0.000  
585  -0.228502  -0.343538  -0.528182  0.099333  -0.005706  9.726193  32.85  0.000  0.000  0.000  
586  -0.205273  -0.357953  -0.566487  0.094411  -0.012828  9.725943  32.85  0.000  0.000  0.000  
587  -0.205756  -0.350532  -0.550802  0.098662  -0.014557  9.731686  32.85  0.000  0.000  0.000  
588  -0.212836  -0.373423  -0.558975  0.107672  -0.005830  9.724029  32.85  0.000  0.000  0.000  
589  -0.198299  -0.336336  -0.490306  0.102910  -0.004927  9.706177  32.86  0.000  0.000  0.000  
590  -0.235570  -0.358659  -0.543909  0.103469  -0.004765  9.714926  32.86  0.000  0.000  0.000  
591  -0.212928  -0.375131  -0.468359  0.096238  -0.011570  9.698806  32.86  0.000  0.000  0.000  
592  -0.183076  -0.326715  -0.588416  0.104596  -0.015816  9.731399  32.86  0.000  0.000  0.000  
593  -0.205796  -0.350812  -0.535669  0.104281  0.007568  9.704312  32.86  0.000  0.000  0.000  
594  -0.258528  -0.342853  -0.581358  0.092083  -0.010853  9.734432  32.87  0.000  0.000  0.000  
595  -0.236033  -0.320873  -0.520699  0.107620  -0.008389  9.715004  32.87  0.000  0.000  0.000  
596  -0.182606  -0.333703  -0.626710  0.090741  -0.018560  9.736705  32.87  0.000  0.000  0.000  
597  -0.183608  -0.243293  -0.557566  0.097908  -0.017086  9.723703  32.87  0.000  0.000  0.000  
598  -0.274015  -0.351712  -0.520630  0.095628  -0.021421  9.746213  32.87  0.000  0.000  0.000  
599  -0.213165  -0.343431  -0.528391  0.102907  -0.001470  9.730841  32.88  0.000  0.000  0.000  
600  -0.205855  -0.319429  -0.580839  0.095642  -0.013103  9.743668  32.88  0.000  0.000  0.000  
601  -0.257855  -0.411474  -0.589754  0.098584  -0.022778  9.707726  32.88  0.000  0.000  0.000  
602  -0.258437  -0.404754  -0.536238  0.087397  -0.012975  9.714819  32.88  0.000  0.000  0.000  
603  -0.205648  -0.365662  -0.558483  0.097630  -0.000452  9.718916  32.88  0.000  0.000  0.000  
604  -0.235832  -0.335875  -0.536036  0.092604  -0.014754  9.717988  32.87  0.000  0.000  0.000  
605  -0.266533  -0.328600  -0.528039  0.098764  -0.004510  9.726011  32.87  0.000  0.000  0.000  
606  -0.258489  -0.342572  -0.596490  0.092102  -0.009895  9.721964  32.87  0.000  0.000  0.000  
607  -0.235873  -0.358178  -0.566158  0.095817  0.000406  9.731626  32.87  0.000  0.000  0.000  
608  -0.213365  -0.335052  -0.565851  0.101111  -0.007555  9.724178  32.87  0.000  0.000  0.000  
609  -0.152934  -0.311732  -0.558005  0.117134  -0.014821  9.727400  32.87  0.000  0.000  0.000  
610  -0.190624  -0.319017  -0.596001  0.102814  -0.014367  9.712341  32.87  0.000  0.000  0.000  
611  -0.266611  -0.337364  -0.467610  0.092154  -0.007336  9.730989  32.87  0.000  0.000  0.000  
612  -0.258464  -0.367040  -0.513567  0.096167  -0.020178  9.748892  32.87  0.000  0.000  0.000  
613  -0.213645  -0.319031  -0.603208  0.092258  0.000639  9.742100  32.87  0.000  0.000  0.000  
614  -0.288785  -0.383287  -0.475881  0.098076  -0.014134  9.722220  32.88  0.000  0.000  0.000  
615  -0.220709  -0.358761  -0.528446  0.093294  -0.010558  9.719163  32.88  0.000  0.000  0.000  
616  -0.198500  -0.351559  -0.490061  0.099336  -0.010406  9.730502  32.88  0.000  0.000  0.000  
617  -0.175103  -0.380683  -0.558746  0.091562  -0.005699  9.722487  32.88  0.000  0.000  0.000  
618  -0.243034  -0.373428  -0.574229  0.117871  -0.003845  9.708123  32.88  0.000  0.000  0.000  
619  -0.243881  -0.329099  -0.490206  0.108172  -0.018840  9.731388  32.86  0.000  0.000  0.000  
620  -0.220949  -0.312235  -0.565844  0.099897  -0.003924  9.725873  32.86  0.000  0.000  0.000  
621  -0.243408  -0.350913  -0.551134  0.098738  -0.005538  9.703258  32.86  0.000  0.000  0.000  
622  -0.190334  -0.350870  -0.528492  0.097418  -0.011070  9.725739  32.86  0.000  0.000  0.000  
623  -0.205969  -0.311495  -0.595779  0.114298  -0.005543  9.711272  32.86  0.000  0.000  0.000  
624  -0.266578  -0.336077  -0.535528  0.102314  -0.010830  9.741198  32.87  0.000  0.000  0.000  
625  -0.182802  -0.341730  -0.603843  0.101070  -0.008127  9.725404  32.87  0.000  0.000  0.000  
626  -0.190690  -0.320011  -0.543126  0.096384  0.001555  9.697951  32.87  0.000  0.000  0.000  
627  -0.258458  -0.396692  -0.558834  0.088006  -0.009424  9.744781  32.87  0.000  0.000  0.000  
628  -0.213190  -0.350767  -0.543446  0.112451  -0.009077  9.712935  32.87  0.000  0.000  0.000  
629  -0.220769  -0.350979  -0.535910  0.090917  -0.011003  9.694540  32.86  0.000  0.000  0.000  
630  -0.205471  -0.357776  -0.573783  0.100545  -0.002077  9.729156  32.86  0.000  0.000  0.000  
631  -0.303422  -0.381068  -0.604750  0.104644  -0.010300  9.738750  32.86  0.000  0.000  0.000  
632  -0.258539  -0.358826  -0.543640  0.089706  -0.012333  9.718202  32.86  0.000  0.000  0.000  
633  -0.266350  -0.350365  -0.588607  0.099941  -0.013991  9.699419  32.86  0.000  0.000  0.000  
634  -0.205870  -0.342597  -0.565743  0.088506  -0.014205  9.744897  32.88  0.000  0.000  0.000  
635  -0.265754  -0.397525  -0.521483  0.109973  -0.019057  9.720907  32.88  0.000  0.000  0.000  
636  -0.251057  -0.365938  -0.566141  0.103463  -0.016402  9.731538  32.88  0.000  0.000  0.000  
637  -0.220207  -0.388064  -0.596952  0.105175  -0.016779  9.743882  32.88  0.000  0.000  0.000  
638  -0.205875  -0.349794  -0.588364  0.110113  -0.010364  9.738396  32.88  0.000  0.000  0.000  
639  -0.220729  -0.318894  -0.618911  0.099271  -0.007725  9.714134  32.88  0.000  0.000  0.000  
640  -0.303502  -0.413434  -0.506616  0.092627  -0.019782  9.736465  32.88  0.000  0.000  0.000  
641  -0.182923  -0.364594  -0.603700  0.090982  -0.007754  9.739861  32.88  0.000  0.000  0.000  
642  -0.235935  -0.380621  -0.588714  0.096320  -0.019613  9.716087  32.88  0.000  0.000  0.000  
643  -0.244183  -0.305016  -0.550160  0.093317  -0.013800  9.737342  32.88  0.000  0.000  0.000  
644  -0.182712  -0.397008  -0.505926  0.098076  -0.014907  9.712955  32.88  0.000  0.000  0.000  
645  -0.221172  -0.319395  -0.588196  0.098131  -0.010639  9.717587  32.88  0.000  0.000  0.000  
646  -0.206099  -0.318526  -0.625787  0.085012  -0.010592  9.713198  32.88  0.000  0.000  0.000  
647  -0.258778  -0.350727  -0.565967  0.095675  -0.017441  9.735620  32.88  0.000  0.000  0.000  
648  -0.183130  -0.319940  -0.543096  0.104664  -0.005767  9.725688  32.88  0.000  0.000  0.000  
649  -0.190655  -0.326927  -0.580880  0.099216  -0.015831  9.727754  32.86  0.000  0.000  0.000  
650  -0.258586  -0.351477  -0.528495  0.101645  -0.011551  9.734182  32.86  0.000  0.000  0.000  
651  -0.137936  -0.334453  -0.557801  0.087784  -0.028243  9.728889  32.86  0.000  0.000  0.000  
652  -0.168554  -0.311217  -0.587611  0.098118  -0.017988  9.708232  32.86  0.000  0.000  0.000  
653  -0.168591  -0.326324  -0.595112  0.094088  -0.007161  9.710018  32.86  0.000  0.000  0.000  
654  -0.326107  -0.381856  -0.574665  0.099291  -0.008566  9.701380  32.89  0.000  0.000  0.000  
655  -0.168386  -0.327507  -0.535031  0.099228  -0.021833  9.726419  32.89  0.000  0.000  0.000  
656  -0.235697  -0.350292  -0.581459  0.095079  -0.009295  9.723683  32.89  0.000  0.000  0.000  
657  -0.229112  -0.297525  -0.534955  0.106447  -0.015216  9.732578  32.89  0.000  0.000  0.000  
658  -0.220881  -0.319443  -0.588556  0.099922  -0.003384  9.722876  32.89  0.000  0.000  0.000  
659  -0.175468  -0.372420  -0.588459  0.096412  -0.008241  9.717226  32.86  0.000  0.000  0.000  
660  -0.243803  -0.358763  -0.535564  0.090321  -0.019522  9.717670  32.86  0.000  0.000  0.000  
661  -0.258446  -0.358697  -0.551297  0.104669  -0.009520  9.716926  32.86  0.000  0.000  0.000  
662  -0.236375  -0.327296  -0.580612  0.107203  -0.003511  9.720245  32.86  0.000  0.000  0.000  
663  -0.213077  -0.388926  -0.543597  0.106571  -0.004541  9.728585  32.86  0.000  0.000  0.000  
664  -0.251563  -0.312028  -0.588125  0.093251  -0.021843  9.722759  32.88  0.000  0.000  0.000  
665  -0.274022  -0.350706  -0.573414  0.114307  -0.011685  9.734028  32.88  0.000  0.000  0.000  
666  -0.243884  -0.312694  -0.550533  0.096919  -0.008110  9.724166  32.88  0.000  0.000  0.000  
667  -0.220449  -0.403567  -0.581574  0.093384  -0.010672  9.713409  32.88  0.000  0.000  0.000  
668  -0.176249  -0.296872  -0.542219  0.090918  -0.015113  9.729865  32.88  0.000  0.000  0.000  
669  -0.205727  -0.366223  -0.528218  0.096321  -0.010132  9.743275  32.88  0.000  0.000  0.000  
670  -0.288866  -0.374065  -0.558739  0.091500  -0.019533  9.717682  32.88  0.000  0.000  0.000  
671  -0.266474  -0.328179  -0.550738  0.102936  -0.005652  9.730983  32.88  0.000  0.000  0.000  
672  -0.198871  -0.281840  -0.542375  0.102174  -0.020536  9.733271  32.88  0.000  0.000  0.000  
673  -0.182966  -0.380273  -0.581026  0.100561  -0.011014  9.730663  32.88  0.000  0.000  0.000  
674  -0.168099  -0.342954  -0.527849  0.102962  -0.004132  9.716667  32.88  0.000  0.000  0.000  
675  -0.251933  -0.342765  -0.572591  0.103105  -0.007355  9.736146  32.88  0.000  0.000  0.000  
676  -0.266226  -0.312102  -0.596292  0.090230  -0.013969  9.726625  32.88  0.000  0.000  0.000  
677  -0.191363  -0.320043  -0.534750  0.092160  -0.017268  9.711515  32.88  0.000  0.000  0.000  
678  -0.213918  -0.342444  -0.572710  0.101778  -0.017317  9.714153  32.88  0.000  0.000  0.000  
679  -0.168149  -0.357627  -0.557959  0.111287  -0.015408  9.725153  32.89  0.000  0.000  0.000  
680  -0.152992  -0.350581  -0.520235  0.092133  -0.010810  9.736828  32.89  0.000  0.000  0.000  
681  -0.191190  -0.327557  -0.542509  0.095777  -0.010194  9.739807  32.89  0.000  0.000  0.000  
682  -0.243971  -0.342474  -0.588144  0.092908  -0.002747  9.721600  32.89  0.000  0.000  0.000  
683  -0.205196  -0.411218  -0.574139  0.099802  -0.024199  9.727977  32.89  0.000  0.000  0.000  
684  -0.251489  -0.382272  -0.505275  0.105902  -0.022439  9.729716  32.88  0.000  0.000  0.000  
685  -0.252182  -0.281987  -0.557181  0.092249  -0.008368  9.708366  32.88  0.000  0.000  0.000  
686  -0.214607  -0.296993  -0.549217  0.109698  -0.005313  9.721302  32.88  0.000  0.000  0.000  
687  -0.206063  -0.365449  -0.565510  0.116150  -0.011615  9.738809  32.88  0.000  0.000  0.000  
688  -0.221125  -0.318541  -0.633504  0.094503  -0.015058  9.734633  32.88  0.000  0.000  0.000  
689  -0.259097  -0.373415  -0.573120  0.092293  -0.011721  9.720716  32.88  0.000  0.000  0.000  
690  -0.236370  -0.320099  -0.557991  0.092197  -0.005021  9.727126  32.88  0.000  0.000  0.000  
691  -0.205426  -0.418951  -0.566315  0.095793  -0.013518  9.722178  32.88  0.000  0.000  0.000  
692  -0.320064  -0.322088  -0.489778  0.099566  0.004822  9.714710  32.88  0.000  0.000  0.000  
693  -0.205892  -0.364760  -0.603431  0.110802  -0.007727  9.720458  32.88  0.000  0.000  0.000  
694  -0.236686  -0.320765  -0.519889  0.082082  -0.005665  9.719416  32.89  0.000  0.000  0.000  
695  -0.175514  -0.373274  -0.543151  0.090950  -0.014000  9.725603  32.89  0.000  0.000  0.000  
696  -0.214258  -0.358649  -0.519500  0.096540  -0.012052  9.705671  32.89  0.000  0.000  0.000  
697  -0.175346  -0.387984  -0.573531  0.104710  -0.015368  9.723816  32.89  0.000  0.000  0.000  
698  -0.251468  -0.358530  -0.550547  0.100023  -0.009467  9.717541  32.89  0.000  0.000  0.000  
699  -0.214343  -0.327979  -0.526927  0.095411  0.001375  9.719916  32.89  0.000  0.000  0.000  
700  -0.205877  -0.373396  -0.550659  0.089252  -0.007354  9.728668  32.89  0.000  0.000  0.000  
701  -0.182843  -0.404040  -0.535934  0.099409  -0.006160  9.733983  32.89  0.000  0.000  0.000  
702  -0.243875  -0.328526  -0.520382  0.084411  -0.004328  9.727988  32.89  0.000  0.000  0.000  
703  -0.229612  -0.305070  -0.534337  0.088190  -0.001567  9.718426  32.89  0.000  0.000  0.000  
704  -0.297204  -0.305212  -0.565326  0.102300  -0.017883  9.715940  32.90  0.000  0.000  0.000  
705  -0.221275  -0.365721  -0.557914  0.095889  -0.006094  9.735723  32.90  0.000  0.000  0.000  
706  -0.251217  -0.357279  -0.618734  0.091089  -0.004032  9.715874  32.90  0.000  0.000  0.000  
707  -0.274506  -0.304857  -0.572801  0.106603  -0.006785  9.704923  32.90  0.000  0.000  0.000  
708  -0.183573  -0.317282  -0.678300  0.088693  -0.007472  9.722257  32.90  0.000  0.000  0.000  
709  -0.259622  -0.319644  -0.587538  0.092891  -0.010953  9.729995  32.89  0.000  0.000  0.000  
710  -0.296587  -0.358854  -0.558565  0.089152  -0.016977  9.693763  32.89  0.000  0.000  0.000  
711  -0.167919  -0.386741  -0.633672  0.101730  -0.022059  9.716066  32.89  0.000  0.000  0.000  
712  -0.243659  -0.380809  -0.580998  0.106673  -0.003463  9.722645  32.89  0.000  0.000  0.000  
713  -0.243887  -0.364941  -0.610879  0.100657  -0.010554  9.723646  32.89  0.000  0.000  0.000  
714  -0.236937  -0.320436  -0.534662  0.094679  -0.007980  9.730123  32.90  0.000  0.000  0.000  
715  -0.251409  -0.388333  -0.588337  0.103089  -0.009186  9.734085  32.90  0.000  0.000  0.000  
716  -0.191238  -0.318628  -0.610324  0.098896  -0.003833  9.699036  32.90  0.000  0.000  0.000  
717  -0.229569  -0.321195  -0.489144  0.092264  -0.012934  9.719712  32.90  0.000  0.000  0.000  
718  -0.273882  -0.357926  -0.596216  0.099374  -0.009733  9.734541  32.90  0.000  0.000  0.000  
719  -0.228876  -0.388095  -0.588067  0.098437  -0.000519  9.716233  32.88  0.000  0.000  0.000  
720  -0.213860  -0.335400  -0.542612  0.092197  -0.013751  9.708033  32.88  0.000  0.000  0.000  
721  -0.153489  -0.342727  -0.527159  0.100711  -0.002426  9.711196  32.88  0.000  0.000  0.000  
722  -0.191668  -0.281135  -0.572071  0.100613  -0.008203  9.721445  32.88  0.000  0.000  0.000  
723  -0.221724  -0.298143  -0.497003  0.099968  -0.006805  9.731715  32.88  0.000  0.000  0.000  
724  -0.153534  -0.350204  -0.534647  0.091767  -0.002041  9.726797  32.88  0.000  0.000  0.000  
725  -0.221439  -0.335612  -0.535076  0.110118  -0.015698  9.709351  32.88  0.000  0.000  0.000  
726  -0.214005  -0.335376  -0.542432  0.091113  -0.004495  9.723022  32.88  0.000  0.000  0.000  
727  -0.176631  -0.296952  -0.534203  0.095926  -0.002325  9.713999  32.88  0.000  0.000  0.000  
728  -0.244510  -0.320074  -0.557302  0.100577  -0.018937  9.722608  32.88  0.000  0.000  0.000  
729  -0.175995  -0.342251  -0.565171  0.096905  -0.022575  9.717754  32.90  0.000  0.000  0.000  
730  -0.244148  -0.311932  -0.587915  0.098832  -0.005241  9.719161  32.90  0.000  0.000  0.000  
731  -0.282074  -0.329104  -0.504951  0.106585  -0.008800  9.724613  32.90  0.000  0.000  0.000  
732  -0.221748  -0.342327  -0.579947  0.105489  -0.009705  9.739522  32.90  0.000  0.000  0.000  
733  -0.266414  -0.396410  -0.573458  0.097808  0.002755  9.730904  32.90  0.000  0.000  0.000  
734  -0.221531  -0.374168  -0.512348  0.100096  -0.010616  9.720160  32.90  0.000  0.000  0.000  
735  -0.197993  -0.380288  -0.588742  0.097419  -0.026253  9.713007  32.90  0.000  0.000  0.000  
736  -0.236622  -0.343372  -0.535059  0.100639  -0.009495  9.716405  32.90  0.000  0.000  0.000  
737  -0.191529  -0.350384  -0.542096  0.097100  -0.012208  9.729155  32.90  0.000  0.000  0.000  
738  -0.274700  -0.329289  -0.489608  0.103039  -0.005873  9.751091  32.90  0.000  0.000  0.000  
739  -0.273373  -0.396438  -0.581774  0.099335  -0.011920  9.713728  32.89  0.000  0.000  0.000  
740  -0.206259  -0.341671  -0.610511  0.111984  -0.010117  9.752572  32.89  0.000  0.000  0.000  
741  -0.214256  -0.303243  -0.625073  0.102350  -0.022199  9.709082  32.89  0.000  0.000  0.000  
742  -0.267300  -0.320558  -0.542170  0.104278  -0.009531  9.716552  32.89  0.000  0.000  0.000  
