Index  OmegaX[°/s]  OmegaY[°/s]  OmegaZ[°/s]  fX[m/s/s]  fY[m/s/s]  fZ[m/s/s]  Temperature[°C]  Roll[°]  Pitch[°]  Heading[°]  
79  -0.257575  -0.355747  -0.510748  0.108733  -0.028063  9.747260  33.20  0.000  0.000  0.000  
80  -0.226764  -0.377167  -0.563950  0.102102  -0.034988  9.730648  33.20  0.000  0.000  0.000  
81  -0.272486  -0.377927  -0.571594  0.108158  -0.026324  9.738701  33.19  0.000  0.000  0.000  
82  -0.274045  -0.234048  -0.486474  0.103311  -0.032988  9.736755  33.19  0.000  0.000  0.000  
83  -0.250691  -0.318265  -0.479889  0.094906  -0.035650  9.743948  33.19  0.000  0.000  0.000  
84  -0.182727  -0.333421  -0.464635  0.101495  -0.033635  9.753700  33.19  0.000  0.000  0.000  
85  -0.288892  -0.280415  -0.479529  0.112213  -0.038627  9.753625  33.19  0.000  0.000  0.000  
86  -0.152090  -0.269681  -0.532029  0.104477  -0.036178  9.740368  33.20  0.000  0.000  0.000  
87  -0.174724  -0.324255  -0.517572  0.106348  -0.028241  9.736672  33.20  0.000  0.000  0.000  
88  -0.219901  -0.331623  -0.555688  0.113399  -0.039999  9.750409  33.20  0.000  0.000  0.000  
89  -0.272875  -0.340747  -0.503038  0.111115  -0.027752  9.764866  33.20  0.000  0.000  0.000  
90  -0.212738  -0.317369  -0.502462  0.104567  -0.027037  9.733479  33.20  0.000  0.000  0.000  
91  -0.318686  -0.318628  -0.495294  0.106938  -0.027888  9.750061  33.20  0.000  0.000  0.000  
92  -0.288093  -0.324602  -0.563398  0.102157  -0.027983  9.745300  33.20  0.000  0.000  0.000  
93  -0.159389  -0.284334  -0.570095  0.102643  -0.040374  9.738634  33.20  0.000  0.000  0.000  
94  -0.220136  -0.332723  -0.502697  0.105157  -0.028345  9.727831  33.20  0.000  0.000  0.000  
95  -0.280590  -0.341357  -0.480343  0.096186  -0.026657  9.749057  33.20  0.000  0.000  0.000  
96  -0.236291  -0.311608  -0.456869  0.103234  -0.039503  9.749257  33.20  0.000  0.000  0.000  
97  -0.243091  -0.326116  -0.464828  0.096729  -0.033452  9.734849  33.20  0.000  0.000  0.000  
98  -0.234551  -0.402363  -0.458306  0.109968  -0.025386  9.731620  33.20  0.000  0.000  0.000  
99  -0.235722  -0.287461  -0.471905  0.099703  -0.035436  9.731772  33.20  0.000  0.000  0.000  
100  -0.249799  -0.362918  -0.525979  0.115924  -0.025511  9.762315  33.20  0.000  0.000  0.000  
101  -0.257517  -0.317091  -0.502801  0.117044  -0.035836  9.733575  33.19  0.000  0.000  0.000  
102  -0.197908  -0.270558  -0.539646  0.094921  -0.035458  9.728142  33.19  0.000  0.000  0.000  
103  -0.160331  -0.293574  -0.547236  0.097878  -0.037312  9.744186  33.19  0.000  0.000  0.000  
104  -0.242895  -0.278275  -0.540009  0.100435  -0.022648  9.721673  33.19  0.000  0.000  0.000  
105  -0.273416  -0.294736  -0.517531  0.102704  -0.034974  9.723529  33.19  0.000  0.000  0.000  
106  -0.190756  -0.309917  -0.524784  0.105141  -0.027497  9.753292  33.20  0.000  0.000  0.000  
107  -0.251196  -0.302589  -0.532517  0.093237  -0.024484  9.719720  33.20  0.000  0.000  0.000  
108  -0.288348  -0.325843  -0.502841  0.099162  -0.029306  9.734260  33.20  0.000  0.000  0.000  
109  -0.258397  -0.325326  -0.540447  0.105134  -0.029720  9.736103  33.20  0.000  0.000  0.000  
110  -0.295240  -0.348087  -0.518416  0.097888  -0.036424  9.747196  33.20  0.000  0.000  0.000  
111  -0.242937  -0.317374  -0.517716  0.111108  -0.030618  9.737126  33.19  0.000  0.000  0.000  
112  -0.197225  -0.323206  -0.585760  0.088310  -0.037443  9.745893  33.19  0.000  0.000  0.000  
113  -0.280576  -0.325395  -0.510430  0.094236  -0.043612  9.738786  33.19  0.000  0.000  0.000  
114  -0.250779  -0.333620  -0.495147  0.102752  -0.030049  9.720290  33.19  0.000  0.000  0.000  
115  -0.159240  -0.370802  -0.472726  0.105749  -0.028191  9.738997  33.19  0.000  0.000  0.000  
116  -0.242309  -0.386849  -0.480804  0.110575  -0.025641  9.715805  33.19  0.000  0.000  0.000  
117  -0.220506  -0.278414  -0.539839  0.101686  -0.014085  9.756054  33.19  0.000  0.000  0.000  
118  -0.250677  -0.302303  -0.509976  0.099100  -0.035224  9.739906  33.19  0.000  0.000  0.000  
119  -0.265687  -0.325185  -0.532990  0.097983  -0.026683  9.743176  33.19  0.000  0.000  0.000  
120  -0.182610  -0.324376  -0.540196  0.095550  -0.031540  9.735047  33.19  0.000  0.000  0.000  
121  -0.251017  -0.288283  -0.441674  0.100251  -0.040044  9.738340  33.21  0.000  0.000  0.000  
122  -0.250545  -0.294286  -0.517492  0.105125  -0.032110  9.723787  33.21  0.000  0.000  0.000  
123  -0.212642  -0.317251  -0.502488  0.105734  -0.029293  9.743861  33.21  0.000  0.000  0.000  
124  -0.258212  -0.348088  -0.555860  0.119423  -0.036402  9.735110  33.21  0.000  0.000  0.000  
125  -0.243310  -0.302467  -0.509893  0.112264  -0.034718  9.736560  33.21  0.000  0.000  0.000  
126  -0.159367  -0.330631  -0.578144  0.115964  -0.024386  9.724567  33.20  0.000  0.000  0.000  
127  -0.235781  -0.279096  -0.517175  0.113544  -0.026572  9.731273  33.20  0.000  0.000  0.000  
128  -0.258036  -0.326163  -0.457374  0.114738  -0.026556  9.735435  33.20  0.000  0.000  0.000  
129  -0.251147  -0.287514  -0.502126  0.104499  -0.032539  9.750081  33.20  0.000  0.000  0.000  
130  -0.242718  -0.379841  -0.465491  0.103997  -0.024618  9.726542  33.20  0.000  0.000  0.000  
131  -0.242672  -0.356564  -0.465263  0.092114  -0.017721  9.714128  33.21  0.000  0.000  0.000  
132  -0.175353  -0.310588  -0.449191  0.104461  -0.038418  9.726394  33.21  0.000  0.000  0.000  
133  -0.174363  -0.316305  -0.502468  0.107449  -0.038004  9.740138  33.21  0.000  0.000  0.000  
134  -0.228024  -0.286407  -0.524839  0.107546  -0.026772  9.751723  33.21  0.000  0.000  0.000  
135  -0.220405  -0.349926  -0.412053  0.105120  -0.030965  9.741670  33.21  0.000  0.000  0.000  
136  -0.213103  -0.325902  -0.479760  0.096690  -0.036772  9.740554  33.20  0.000  0.000  0.000  
137  -0.228131  -0.310106  -0.502368  0.106253  -0.037595  9.739213  33.20  0.000  0.000  0.000  
138  -0.099203  -0.331136  -0.532451  0.105138  -0.028456  9.750693  33.20  0.000  0.000  0.000  
139  -0.197462  -0.324890  -0.494963  0.106300  -0.032187  9.749020  33.20  0.000  0.000  0.000  
140  -0.228219  -0.325461  -0.517627  0.096754  -0.030158  9.740078  33.20  0.000  0.000  0.000  
141  -0.159369  -0.284193  -0.577662  0.100894  -0.035537  9.740769  33.21  0.000  0.000  0.000  
142  -0.243170  -0.309688  -0.532694  0.107532  -0.029290  9.736773  33.21  0.000  0.000  0.000  
143  -0.197788  -0.324940  -0.517558  0.096710  -0.035092  9.737391  33.21  0.000  0.000  0.000  
144  -0.235629  -0.317959  -0.494934  0.108534  -0.050492  9.721925  33.21  0.000  0.000  0.000  
145  -0.250728  -0.317962  -0.502561  0.108782  -0.024759  9.724362  33.21  0.000  0.000  0.000  
146  -0.212781  -0.348265  -0.510332  0.097333  -0.031150  9.753769  33.20  0.000  0.000  0.000  
147  -0.251108  -0.287233  -0.517259  0.105779  -0.024257  9.746471  33.20  0.000  0.000  0.000  
148  -0.205508  -0.317931  -0.487220  0.098581  -0.027411  9.733888  33.20  0.000  0.000  0.000  
149  -0.281629  -0.256673  -0.532104  0.097886  -0.037608  9.731359  33.20  0.000  0.000  0.000  
150  -0.220785  -0.349229  -0.487559  0.101623  -0.021790  9.734688  33.20  0.000  0.000  0.000  
151  -0.167200  -0.370317  -0.540696  0.094439  -0.023188  9.728375  33.22  0.000  0.000  0.000  
152  -0.281533  -0.303576  -0.494807  0.099712  -0.034594  9.725559  33.22  0.000  0.000  0.000  
153  -0.205525  -0.317488  -0.517459  0.107561  -0.026198  9.736814  33.22  0.000  0.000  0.000  
154  -0.220896  -0.271266  -0.532092  0.099740  -0.031776  9.727590  33.22  0.000  0.000  0.000  
155  -0.235418  -0.356402  -0.495393  0.096766  -0.029781  9.731251  33.22  0.000  0.000  0.000  
156  -0.311110  -0.349031  -0.525833  0.105072  -0.036327  9.734201  33.21  0.000  0.000  0.000  
157  -0.205318  -0.348312  -0.510276  0.106895  -0.031012  9.763330  33.21  0.000  0.000  0.000  
158  -0.198472  -0.272292  -0.471444  0.101017  -0.021784  9.748318  33.21  0.000  0.000  0.000  
159  -0.190038  -0.316430  -0.547743  0.112178  -0.042201  9.754182  33.21  0.000  0.000  0.000  
160  -0.243673  -0.272182  -0.494351  0.111785  -0.022072  9.741611  33.21  0.000  0.000  0.000  
161  -0.288702  -0.310795  -0.502585  0.111089  -0.032980  9.730364  33.20  0.000  0.000  0.000  
162  -0.258799  -0.295322  -0.509773  0.109922  -0.029115  9.739056  33.20  0.000  0.000  0.000  
163  -0.288253  -0.317522  -0.533031  0.105770  -0.026475  9.732245  33.20  0.000  0.000  0.000  
164  -0.228129  -0.318309  -0.472205  0.110472  -0.033994  9.742270  33.20  0.000  0.000  0.000  
165  -0.243233  -0.293703  -0.570322  0.102078  -0.037888  9.721560  33.20  0.000  0.000  0.000  
166  -0.242702  -0.363295  -0.533384  0.101537  -0.030262  9.742616  33.20  0.000  0.000  0.000  
167  -0.243496  -0.326727  -0.457156  0.114723  -0.025782  9.759766  33.20  0.000  0.000  0.000  
168  -0.228032  -0.356426  -0.502877  0.110038  -0.018665  9.720384  33.20  0.000  0.000  0.000  
169  -0.212642  -0.317251  -0.502488  0.109924  -0.029455  9.737535  33.20  0.000  0.000  0.000  
170  -0.190182  -0.348612  -0.479976  0.093794  -0.028772  9.719877  33.20  0.000  0.000  0.000  
171  -0.220114  -0.348989  -0.449937  0.102777  -0.027120  9.728169  33.21  0.000  0.000  0.000  
172  -0.197998  -0.324732  -0.547744  0.106307  -0.032848  9.726617  33.21  0.000  0.000  0.000  
173  -0.228464  -0.303121  -0.479514  0.106952  -0.026621  9.745665  33.21  0.000  0.000  0.000  
174  -0.212356  -0.347514  -0.525570  0.101571  -0.027593  9.734080  33.21  0.000  0.000  0.000  
175  -0.212975  -0.310266  -0.479635  0.099138  -0.031677  9.735216  33.21  0.000  0.000  0.000  
176  -0.205916  -0.302137  -0.539876  0.102057  -0.037750  9.746608  33.20  0.000  0.000  0.000  
177  -0.220888  -0.295290  -0.479408  0.109823  -0.039331  9.741298  33.20  0.000  0.000  0.000  
178  -0.281352  -0.280484  -0.471932  0.096690  -0.038473  9.722141  33.20  0.000  0.000  0.000  
179  -0.174171  -0.393123  -0.526006  0.093166  -0.030306  9.741313  33.20  0.000  0.000  0.000  
180  -0.122786  -0.263841  -0.463525  0.094978  -0.028559  9.739909  33.20  0.000  0.000  0.000  
181  -0.235275  -0.333007  -0.495191  0.093665  -0.042080  9.722077  33.20  0.000  0.000  0.000  
182  -0.243657  -0.311444  -0.456952  0.110476  -0.033178  9.745570  33.20  0.000  0.000  0.000  
183  -0.266306  -0.317969  -0.547863  0.101010  -0.023649  9.730858  33.20  0.000  0.000  0.000  
184  -0.259078  -0.272095  -0.532139  0.101547  -0.030442  9.724955  33.20  0.000  0.000  0.000  
185  -0.212762  -0.356912  -0.449930  0.099740  -0.032510  9.717701  33.20  0.000  0.000  0.000  
186  -0.168055  -0.278946  -0.509257  0.111627  -0.038886  9.734232  33.21  0.000  0.000  0.000  
187  -0.273896  -0.303527  -0.487236  0.105193  -0.024538  9.725910  33.21  0.000  0.000  0.000  
188  -0.242927  -0.340815  -0.502838  0.097441  -0.022190  9.727797  33.21  0.000  0.000  0.000  
189  -0.280588  -0.340774  -0.518148  0.099165  -0.028621  9.738845  33.21  0.000  0.000  0.000  
190  -0.334160  -0.312510  -0.427129  0.106912  -0.033281  9.715091  33.21  0.000  0.000  0.000  
191  -0.296334  -0.318463  -0.517797  0.102826  -0.020608  9.742837  33.20  0.000  0.000  0.000  
192  -0.258666  -0.295507  -0.487126  0.089493  -0.039966  9.728594  33.20  0.000  0.000  0.000  
193  -0.228213  -0.341283  -0.495106  0.102786  -0.025555  9.731259  33.20  0.000  0.000  0.000  
194  -0.220917  -0.310225  -0.517366  0.117152  -0.024590  9.726758  33.20  0.000  0.000  0.000  
195  -0.190851  -0.318237  -0.494595  0.108715  -0.030152  9.738509  33.20  0.000  0.000  0.000  
196  -0.190210  -0.333515  -0.457125  0.095530  -0.034096  9.729025  33.22  0.000  0.000  0.000  
197  -0.235786  -0.310295  -0.502372  0.095670  -0.019706  9.729095  33.22  0.000  0.000  0.000  
198  -0.266026  -0.349400  -0.495333  0.105155  -0.027147  9.740333  33.22  0.000  0.000  0.000  
199  -0.242987  -0.333033  -0.510302  0.113503  -0.031423  9.721996  33.22  0.000  0.000  0.000  
200  -0.220077  -0.379323  -0.488073  0.107416  -0.041918  9.726949  33.22  0.000  0.000  0.000  
201  -0.220692  -0.332706  -0.547911  0.102749  -0.027452  9.754401  33.21  0.000  0.000  0.000  
202  -0.213067  -0.318003  -0.487251  0.098512  -0.033033  9.752363  33.21  0.000  0.000  0.000  
203  -0.258642  -0.302986  -0.502335  0.106868  -0.034893  9.750475  33.21  0.000  0.000  0.000  
204  -0.228315  -0.325579  -0.517600  0.093871  -0.020949  9.717423  33.21  0.000  0.000  0.000  
205  -0.250837  -0.342244  -0.442285  0.094916  -0.035820  9.726871  33.21  0.000  0.000  0.000  
206  -0.235814  -0.333432  -0.510167  0.101553  -0.029824  9.726031  33.21  0.000  0.000  0.000  
207  -0.288550  -0.340872  -0.548313  0.088994  -0.028908  9.736148  33.21  0.000  0.000  0.000  
208  -0.280551  -0.371109  -0.556284  0.093199  -0.027246  9.734259  33.21  0.000  0.000  0.000  
209  -0.213325  -0.302838  -0.487020  0.094388  -0.026301  9.755874  33.21  0.000  0.000  0.000  
210  -0.243346  -0.357388  -0.465079  0.085441  -0.025227  9.736630  33.21  0.000  0.000  0.000  
211  -0.183127  -0.302833  -0.471766  0.103951  -0.027033  9.753870  33.22  0.000  0.000  0.000  
212  -0.191029  -0.255489  -0.561953  0.099061  -0.039204  9.736854  33.22  0.000  0.000  0.000  
213  -0.213472  -0.318614  -0.479579  0.099706  -0.035901  9.716933  33.22  0.000  0.000  0.000  
214  -0.228497  -0.293447  -0.607961  0.095533  -0.032360  9.743851  33.22  0.000  0.000  0.000  
215  -0.197847  -0.316574  -0.562827  0.100723  -0.050717  9.763359  33.22  0.000  0.000  0.000  
216  -0.183361  -0.325178  -0.547553  0.095115  -0.013642  9.743138  33.21  0.000  0.000  0.000  
217  -0.289445  -0.279814  -0.562549  0.103323  -0.031296  9.735596  33.21  0.000  0.000  0.000  
218  -0.228949  -0.296091  -0.471741  0.090739  -0.033521  9.740368  33.21  0.000  0.000  0.000  
219  -0.251802  -0.288198  -0.509509  0.096771  -0.028082  9.741359  33.21  0.000  0.000  0.000  
220  -0.274269  -0.296823  -0.449250  0.096323  -0.014247  9.722856  33.21  0.000  0.000  0.000  
221  -0.236298  -0.334605  -0.472230  0.109825  -0.039062  9.736345  33.22  0.000  0.000  0.000  
222  -0.229523  -0.257395  -0.516549  0.102654  -0.039087  9.728522  33.22  0.000  0.000  0.000  
223  -0.228761  -0.288237  -0.464151  0.095382  -0.046445  9.762534  33.22  0.000  0.000  0.000  
224  -0.228130  -0.348341  -0.533014  0.103919  -0.030564  9.748463  33.22  0.000  0.000  0.000  
225  -0.205578  -0.333730  -0.472240  0.102730  -0.029308  9.756512  33.22  0.000  0.000  0.000  
226  -0.266131  -0.334280  -0.480022  0.115327  -0.026699  9.740536  33.21  0.000  0.000  0.000  
227  -0.190530  -0.340600  -0.525167  0.100305  -0.032772  9.753383  33.21  0.000  0.000  0.000  
228  -0.250904  -0.348673  -0.533078  0.100921  -0.031776  9.743270  33.21  0.000  0.000  0.000  
229  -0.213311  -0.333897  -0.479784  0.105131  -0.030302  9.731440  33.21  0.000  0.000  0.000  
230  -0.273860  -0.333862  -0.525372  0.119512  -0.025801  9.750374  33.21  0.000  0.000  0.000  
231  -0.183977  -0.257315  -0.478614  0.096786  -0.026308  9.745837  33.22  0.000  0.000  0.000  
232  -0.274088  -0.294976  -0.555153  0.099763  -0.029064  9.728154  33.22  0.000  0.000  0.000  
233  -0.228742  -0.318128  -0.532526  0.111775  -0.023716  9.727542  33.22  0.000  0.000  0.000  
234  -0.221998  -0.273426  -0.478865  0.097921  -0.033563  9.731035  33.22  0.000  0.000  0.000  
235  -0.236454  -0.271133  -0.584960  0.106173  -0.045670  9.737941  33.22  0.000  0.000  0.000  
236  -0.251395  -0.295789  -0.487017  0.094935  -0.033190  9.734026  33.22  0.000  0.000  0.000  
237  -0.258847  -0.327386  -0.442032  0.101536  -0.030808  9.734365  33.22  0.000  0.000  0.000  
238  -0.236035  -0.318571  -0.487263  0.111796  -0.021449  9.732006  33.22  0.000  0.000  0.000  
239  -0.235557  -0.340395  -0.540560  0.094928  -0.033008  9.746346  33.22  0.000  0.000  0.000  
240  -0.182720  -0.340456  -0.510083  0.107494  -0.032632  9.741307  33.22  0.000  0.000  0.000  
241  -0.190731  -0.325598  -0.509830  0.097980  -0.029381  9.710565  33.21  0.000  0.000  0.000  
242  -0.213267  -0.341235  -0.502559  0.101467  -0.038733  9.723253  33.21  0.000  0.000  0.000  
243  -0.251466  -0.311588  -0.472036  0.119534  -0.024177  9.744287  33.21  0.000  0.000  0.000  
244  -0.175052  -0.363123  -0.533006  0.094901  -0.035972  9.742054  33.21  0.000  0.000  0.000  
245  -0.220488  -0.317092  -0.540246  0.101532  -0.030902  9.740370  33.21  0.000  0.000  0.000  
246  -0.236482  -0.303057  -0.524785  0.109267  -0.034069  9.747284  33.21  0.000  0.000  0.000  
247  -0.220715  -0.333430  -0.502540  0.091939  -0.033746  9.734627  33.21  0.000  0.000  0.000  
248  -0.190456  -0.341206  -0.479821  0.104516  -0.032135  9.731742  33.21  0.000  0.000  0.000  
249  -0.168099  -0.301640  -0.547290  0.115241  -0.034864  9.748231  33.21  0.000  0.000  0.000  
250  -0.213305  -0.349719  -0.457263  0.105784  -0.025726  9.718391  33.21  0.000  0.000  0.000  
251  -0.334069  -0.334805  -0.480322  0.093747  -0.032712  9.729847  33.22  0.000  0.000  0.000  
252  -0.243744  -0.318013  -0.540179  0.112306  -0.030224  9.733882  33.22  0.000  0.000  0.000  
253  -0.236590  -0.271532  -0.569801  0.094796  -0.046590  9.743649  33.22  0.000  0.000  0.000  
254  -0.168119  -0.348801  -0.502400  0.103930  -0.028350  9.759724  33.22  0.000  0.000  0.000  
255  -0.204727  -0.370462  -0.533360  0.090849  -0.023230  9.732495  33.22  0.000  0.000  0.000  
256  -0.244055  -0.310304  -0.562697  0.107584  -0.024180  9.726867  33.20  0.000  0.000  0.000  
257  -0.175810  -0.309869  -0.532237  0.096737  -0.032525  9.730351  33.20  0.000  0.000  0.000  
258  -0.198385  -0.333990  -0.479671  0.093789  -0.026028  9.756248  33.20  0.000  0.000  0.000  
259  -0.244301  -0.279761  -0.554748  0.092646  -0.022113  9.736192  33.20  0.000  0.000  0.000  
260  -0.236841  -0.280391  -0.516886  0.095506  -0.035222  9.739480  33.20  0.000  0.000  0.000  
261  -0.206276  -0.318290  -0.524816  0.095530  -0.033596  9.728051  33.23  0.000  0.000  0.000  
