Index  OmegaX[°/s]  OmegaY[°/s]  OmegaZ[°/s]  fX[m/s/s]  fY[m/s/s]  fZ[m/s/s]  Temperature[°C]  Roll[°]  Pitch[°]  Heading[°]  
22  -0.230246  -0.353389  -0.540738  0.073849  0.051192  9.709394  29.19  0.000  0.000  0.000  
23  -0.208302  -0.347005  -0.456775  0.076980  0.056226  9.724628  29.19  0.000  0.000  0.000  
24  -0.260399  -0.345918  -0.548504  0.081690  0.061984  9.715482  29.19  0.000  0.000  0.000  
25  -0.230609  -0.323104  -0.525197  0.068617  0.068377  9.730634  29.18  0.000  0.000  0.000  
26  -0.260919  -0.355183  -0.457360  0.069186  0.059202  9.719817  29.18  0.000  0.000  0.000  
27  -0.154684  -0.392389  -0.457446  0.072230  0.064500  9.717301  29.18  0.000  0.000  0.000  
28  -0.283080  -0.401538  -0.443021  0.084115  0.059967  9.736459  29.18  0.000  0.000  0.000  
29  -0.238453  -0.314352  -0.585206  0.081224  0.062416  9.706734  29.18  0.000  0.000  0.000  
30  -0.245617  -0.314776  -0.570643  0.076827  0.054125  9.739491  29.20  0.000  0.000  0.000  
31  -0.238174  -0.323749  -0.495052  0.073301  0.058468  9.714677  29.20  0.000  0.000  0.000  
32  -0.283195  -0.355177  -0.473033  0.083352  0.050501  9.740780  29.20  0.000  0.000  0.000  
33  -0.193308  -0.314893  -0.531969  0.076927  0.050115  9.717370  29.20  0.000  0.000  0.000  
34  -0.245131  -0.368827  -0.541093  0.068007  0.066658  9.702713  29.20  0.000  0.000  0.000  
35  -0.328647  -0.339328  -0.525885  0.070858  0.053838  9.721209  29.18  0.000  0.000  0.000  
36  -0.283052  -0.377223  -0.518468  0.068500  0.056236  9.751903  29.18  0.000  0.000  0.000  
37  -0.192695  -0.345507  -0.532738  0.079315  0.058181  9.734278  29.18  0.000  0.000  0.000  
38  -0.261165  -0.277425  -0.532451  0.073265  0.057489  9.725956  29.18  0.000  0.000  0.000  
39  -0.147107  -0.345547  -0.510217  0.068003  0.069374  9.719868  29.18  0.000  0.000  0.000  
40  -0.214501  -0.414518  -0.533929  0.080987  0.050756  9.753038  29.18  0.000  0.000  0.000  
41  -0.328832  -0.339585  -0.510573  0.075105  0.057660  9.736001  29.18  0.000  0.000  0.000  
42  -0.245365  -0.353532  -0.540799  0.082366  0.066821  9.718886  29.18  0.000  0.000  0.000  
43  -0.260520  -0.338557  -0.533269  0.070329  0.062844  9.723289  29.18  0.000  0.000  0.000  
44  -0.223379  -0.323265  -0.509674  0.071585  0.058728  9.727592  29.18  0.000  0.000  0.000  
45  -0.259882  -0.392059  -0.534074  0.074427  0.057216  9.743606  29.19  0.000  0.000  0.000  
46  -0.321361  -0.354467  -0.525520  0.070398  0.058221  9.731769  29.19  0.000  0.000  0.000  
47  -0.275789  -0.347452  -0.472811  0.073378  0.067725  9.730245  29.19  0.000  0.000  0.000  
48  -0.313245  -0.368452  -0.594061  0.062698  0.070726  9.725470  29.19  0.000  0.000  0.000  
49  -0.215115  -0.383904  -0.533160  0.075791  0.060408  9.723911  29.19  0.000  0.000  0.000  
50  -0.222822  -0.369126  -0.510377  0.065044  0.064892  9.734081  29.19  0.000  0.000  0.000  
51  -0.268623  -0.323426  -0.525078  0.079865  0.051646  9.736504  29.19  0.000  0.000  0.000  
52  -0.260407  -0.408520  -0.465552  0.091976  0.064456  9.725423  29.19  0.000  0.000  0.000  
53  -0.246131  -0.315265  -0.539838  0.070420  0.061422  9.743000  29.19  0.000  0.000  0.000  
54  -0.215335  -0.369042  -0.510257  0.075816  0.065078  9.749578  29.19  0.000  0.000  0.000  
55  -0.239022  -0.277840  -0.493988  0.063136  0.050325  9.721079  29.19  0.000  0.000  0.000  
56  -0.245261  -0.377439  -0.488141  0.075166  0.065325  9.730680  29.19  0.000  0.000  0.000  
57  -0.298783  -0.316527  -0.502668  0.068038  0.069362  9.719321  29.19  0.000  0.000  0.000  
58  -0.238294  -0.284584  -0.547685  0.081059  0.061696  9.731333  29.19  0.000  0.000  0.000  
59  -0.260967  -0.346254  -0.525175  0.067949  0.053017  9.739562  29.19  0.000  0.000  0.000  
60  -0.260872  -0.322524  -0.570536  0.069214  0.064819  9.732413  29.20  0.000  0.000  0.000  
61  -0.313797  -0.347200  -0.502868  0.069236  0.064674  9.724829  29.20  0.000  0.000  0.000  
62  -0.267871  -0.393064  -0.480780  0.075044  0.050201  9.720739  29.20  0.000  0.000  0.000  
63  -0.268453  -0.316113  -0.510203  0.069821  0.069145  9.708819  29.20  0.000  0.000  0.000  
64  -0.253351  -0.330936  -0.525210  0.064915  0.053576  9.735828  29.20  0.000  0.000  0.000  
65  -0.253434  -0.345317  -0.570363  0.066792  0.051336  9.713437  29.19  0.000  0.000  0.000  
66  -0.260996  -0.330563  -0.547759  0.080068  0.069190  9.716774  29.19  0.000  0.000  0.000  
67  -0.252786  -0.384426  -0.525925  0.066729  0.056052  9.741350  29.19  0.000  0.000  0.000  
68  -0.200755  -0.314696  -0.547222  0.065573  0.052539  9.713183  29.19  0.000  0.000  0.000  
69  -0.222555  -0.383134  -0.578589  0.072007  0.041650  9.740829  29.19  0.000  0.000  0.000  
70  -0.276341  -0.324620  -0.464578  0.069164  0.057571  9.728284  29.19  0.000  0.000  0.000  
71  -0.223148  -0.323735  -0.487335  0.061923  0.055732  9.721891  29.19  0.000  0.000  0.000  
72  -0.283858  -0.339236  -0.502375  0.071108  0.066153  9.709446  29.19  0.000  0.000  0.000  
73  -0.193413  -0.284364  -0.531830  0.076381  0.063219  9.746343  29.19  0.000  0.000  0.000  
74  -0.230891  -0.330686  -0.524849  0.063217  0.058445  9.739774  29.19  0.000  0.000  0.000  
75  -0.283846  -0.329887  -0.592889  0.079452  0.060238  9.717059  29.20  0.000  0.000  0.000  
76  -0.238144  -0.346064  -0.525264  0.067911  0.051560  9.725674  29.20  0.000  0.000  0.000  
77  -0.222421  -0.360703  -0.556123  0.088183  0.054435  9.730308  29.20  0.000  0.000  0.000  
78  -0.193295  -0.315326  -0.509360  0.077681  0.068829  9.727938  29.20  0.000  0.000  0.000  
79  -0.238536  -0.330312  -0.547398  0.062685  0.059814  9.717294  29.20  0.000  0.000  0.000  
80  -0.260334  -0.375148  -0.616470  0.079308  0.053226  9.725117  29.20  0.000  0.000  0.000  
81  -0.231023  -0.331095  -0.502060  0.075245  0.062188  9.723069  29.20  0.000  0.000  0.000  
82  -0.261624  -0.292893  -0.516803  0.080014  0.061847  9.739075  29.20  0.000  0.000  0.000  
83  -0.230915  -0.307797  -0.524812  0.076263  0.050807  9.721867  29.20  0.000  0.000  0.000  
84  -0.253612  -0.316355  -0.487174  0.074554  0.060609  9.733786  29.20  0.000  0.000  0.000  
85  -0.253856  -0.317032  -0.449162  0.070425  0.062279  9.725250  29.19  0.000  0.000  0.000  
86  -0.246262  -0.323877  -0.486886  0.070343  0.050367  9.727146  29.19  0.000  0.000  0.000  
87  -0.238040  -0.369971  -0.472606  0.081671  0.051228  9.715494  29.19  0.000  0.000  0.000  
88  -0.282915  -0.399842  -0.533728  0.070974  0.059385  9.730390  29.19  0.000  0.000  0.000  
89  -0.230198  -0.360738  -0.555883  0.065680  0.072741  9.738699  29.19  0.000  0.000  0.000  
90  -0.275277  -0.431014  -0.496094  0.064313  0.047557  9.733290  29.19  0.000  0.000  0.000  
91  -0.223477  -0.330590  -0.524639  0.077096  0.067943  9.743937  29.19  0.000  0.000  0.000  
92  -0.223086  -0.368364  -0.547759  0.075323  0.067074  9.728797  29.19  0.000  0.000  0.000  
93  -0.155458  -0.314688  -0.524341  0.084780  0.061802  9.739177  29.19  0.000  0.000  0.000  
94  -0.222997  -0.383635  -0.547873  0.074084  0.059627  9.713526  29.19  0.000  0.000  0.000  
95  -0.253527  -0.307018  -0.577778  0.074480  0.051013  9.731781  29.21  0.000  0.000  0.000  
96  -0.238427  -0.315218  -0.539987  0.060222  0.060679  9.729931  29.21  0.000  0.000  0.000  
97  -0.245726  -0.361675  -0.510186  0.069728  0.051909  9.745056  29.21  0.000  0.000  0.000  
98  -0.305761  -0.383768  -0.586399  0.072902  0.067149  9.699930  29.21  0.000  0.000  0.000  
99  -0.329138  -0.324278  -0.510188  0.074593  0.062273  9.727092  29.21  0.000  0.000  0.000  
100  -0.328143  -0.385036  -0.534065  0.074019  0.071048  9.716835  29.19  0.000  0.000  0.000  
101  -0.253093  -0.369119  -0.525541  0.083520  0.056287  9.731191  29.19  0.000  0.000  0.000  
102  -0.223616  -0.291565  -0.569706  0.070491  0.066988  9.721601  29.19  0.000  0.000  0.000  
103  -0.253623  -0.322545  -0.562580  0.064400  0.053930  9.722928  29.19  0.000  0.000  0.000  
104  -0.238122  -0.354126  -0.502667  0.061367  0.055252  9.727874  29.19  0.000  0.000  0.000  
105  -0.276830  -0.285967  -0.486586  0.074564  0.057257  9.746097  29.19  0.000  0.000  0.000  
106  -0.275789  -0.345872  -0.555771  0.069884  0.071131  9.719126  29.19  0.000  0.000  0.000  
107  -0.216094  -0.338405  -0.509308  0.077639  0.056486  9.738756  29.19  0.000  0.000  0.000  
108  -0.208066  -0.337118  -0.577735  0.065704  0.066131  9.736891  29.19  0.000  0.000  0.000  
109  -0.268897  -0.338636  -0.524743  0.080786  0.073585  9.728515  29.19  0.000  0.000  0.000  
110  -0.222400  -0.398990  -0.548618  0.085398  0.067898  9.745827  29.21  0.000  0.000  0.000  
111  -0.238861  -0.323348  -0.509285  0.085565  0.072899  9.726390  29.21  0.000  0.000  0.000  
112  -0.231203  -0.354380  -0.479218  0.081957  0.066866  9.721416  29.21  0.000  0.000  0.000  
113  -0.313812  -0.370368  -0.487772  0.076555  0.074211  9.727674  29.21  0.000  0.000  0.000  
114  -0.245996  -0.331262  -0.502301  0.073381  0.058644  9.724129  29.21  0.000  0.000  0.000  
115  -0.238293  -0.323011  -0.532613  0.074109  0.075305  9.720921  29.19  0.000  0.000  0.000  
116  -0.261143  -0.323915  -0.494783  0.081719  0.057540  9.733279  29.19  0.000  0.000  0.000  
117  -0.238396  -0.369337  -0.502332  0.076423  0.057349  9.752065  29.19  0.000  0.000  0.000  
118  -0.238515  -0.338374  -0.524801  0.078879  0.064380  9.714620  29.19  0.000  0.000  0.000  
119  -0.253779  -0.338493  -0.524682  0.071077  0.058609  9.721238  29.19  0.000  0.000  0.000  
120  -0.223148  -0.392387  -0.487355  0.072848  0.055196  9.731217  29.21  0.000  0.000  0.000  
121  -0.215578  -0.376343  -0.525042  0.064538  0.063715  9.734950  29.21  0.000  0.000  0.000  
122  -0.253689  -0.323539  -0.509705  0.077127  0.072915  9.722594  29.21  0.000  0.000  0.000  
123  -0.321907  -0.300837  -0.532370  0.082983  0.059576  9.715431  29.21  0.000  0.000  0.000  
124  -0.283774  -0.361703  -0.525110  0.063410  0.069370  9.717614  29.21  0.000  0.000  0.000  
125  -0.253512  -0.354081  -0.509934  0.071063  0.061888  9.736526  29.21  0.000  0.000  0.000  
126  -0.305986  -0.384305  -0.555953  0.076429  0.059198  9.723583  29.21  0.000  0.000  0.000  
127  -0.276592  -0.322711  -0.562311  0.070545  0.064881  9.736689  29.21  0.000  0.000  0.000  
128  -0.223165  -0.368925  -0.517494  0.081258  0.062959  9.735448  29.21  0.000  0.000  0.000  
129  -0.215610  -0.384253  -0.509921  0.064605  0.067594  9.719112  29.21  0.000  0.000  0.000  
130  -0.322148  -0.316340  -0.516992  0.070478  0.055313  9.704746  29.21  0.000  0.000  0.000  
131  -0.208796  -0.315549  -0.501405  0.077610  0.051927  9.718936  29.21  0.000  0.000  0.000  
132  -0.269027  -0.315443  -0.539659  0.068121  0.064827  9.732496  29.21  0.000  0.000  0.000  
133  -0.269402  -0.292928  -0.516563  0.067553  0.065217  9.721294  29.21  0.000  0.000  0.000  
134  -0.276973  -0.300769  -0.509040  0.074208  0.071861  9.728646  29.21  0.000  0.000  0.000  
135  -0.261179  -0.377449  -0.487212  0.066383  0.065517  9.736507  29.21  0.000  0.000  0.000  
136  -0.184778  -0.382917  -0.570871  0.075179  0.059300  9.728175  29.21  0.000  0.000  0.000  
137  -0.253866  -0.331425  -0.494405  0.083048  0.060722  9.712963  29.21  0.000  0.000  0.000  
138  -0.291274  -0.331129  -0.532748  0.077111  0.072097  9.710971  29.21  0.000  0.000  0.000  
139  -0.261224  -0.346499  -0.509772  0.072795  0.052647  9.722779  29.21  0.000  0.000  0.000  
140  -0.208264  -0.336942  -0.585031  0.080029  0.057521  9.731593  29.21  0.000  0.000  0.000  
141  -0.200947  -0.345751  -0.516826  0.076530  0.060538  9.699986  29.21  0.000  0.000  0.000  
142  -0.230400  -0.377540  -0.472678  0.076363  0.060658  9.737358  29.21  0.000  0.000  0.000  
143  -0.314315  -0.331283  -0.532389  0.078958  0.069222  9.718008  29.21  0.000  0.000  0.000  
144  -0.245918  -0.360925  -0.547658  0.069882  0.058598  9.720038  29.21  0.000  0.000  0.000  
145  -0.276317  -0.345928  -0.547575  0.078276  0.061741  9.732652  29.21  0.000  0.000  0.000  
146  -0.298941  -0.384722  -0.525118  0.080156  0.062746  9.723815  29.21  0.000  0.000  0.000  
147  -0.230725  -0.368997  -0.517524  0.076406  0.055780  9.732348  29.21  0.000  0.000  0.000  
148  -0.200807  -0.354551  -0.456667  0.084232  0.060326  9.724198  29.21  0.000  0.000  0.000  
149  -0.246796  -0.322926  -0.531474  0.079634  0.066113  9.712168  29.21  0.000  0.000  0.000  
150  -0.246124  -0.353119  -0.554942  0.063963  0.062517  9.734572  29.23  0.000  0.000  0.000  
151  -0.268891  -0.369867  -0.487050  0.083250  0.076055  9.734108  29.23  0.000  0.000  0.000  
152  -0.237729  -0.406726  -0.548421  0.078293  0.066339  9.723099  29.23  0.000  0.000  0.000  
153  -0.193684  -0.314400  -0.554128  0.072990  0.065075  9.716808  29.23  0.000  0.000  0.000  
154  -0.200549  -0.354306  -0.472070  0.074650  0.065473  9.738362  29.23  0.000  0.000  0.000  
155  -0.223848  -0.322900  -0.524177  0.070424  0.050531  9.736012  29.20  0.000  0.000  0.000  
156  -0.261261  -0.391830  -0.532365  0.070552  0.053891  9.724438  29.20  0.000  0.000  0.000  
157  -0.238915  -0.314993  -0.546924  0.088473  0.061972  9.718799  29.20  0.000  0.000  0.000  
158  -0.268803  -0.314906  -0.570104  0.090183  0.060854  9.723634  29.20  0.000  0.000  0.000  
159  -0.314226  -0.344974  -0.615464  0.068811  0.063105  9.705304  29.20  0.000  0.000  0.000  
160  -0.298958  -0.300811  -0.525073  0.064959  0.058670  9.720937  29.22  0.000  0.000  0.000  
161  -0.268490  -0.361444  -0.532796  0.081332  0.071020  9.719507  29.22  0.000  0.000  0.000  
162  -0.261930  -0.316013  -0.501347  0.072854  0.050396  9.730263  29.22  0.000  0.000  0.000  
163  -0.254446  -0.301104  -0.478593  0.081338  0.064411  9.717679  29.22  0.000  0.000  0.000  
164  -0.277045  -0.300757  -0.508950  0.087324  0.065734  9.727588  29.22  0.000  0.000  0.000  
165  -0.223353  -0.352777  -0.562507  0.081258  0.058600  9.726192  29.22  0.000  0.000  0.000  
166  -0.200884  -0.331510  -0.464107  0.079415  0.060328  9.721699  29.22  0.000  0.000  0.000  
167  -0.252894  -0.406143  -0.586133  0.084208  0.056145  9.724282  29.22  0.000  0.000  0.000  
168  -0.230337  -0.390366  -0.600971  0.083596  0.056607  9.748245  29.22  0.000  0.000  0.000  
169  -0.276604  -0.330481  -0.554757  0.073997  0.046289  9.703325  29.22  0.000  0.000  0.000  
170  -0.261500  -0.323282  -0.524508  0.086091  0.064244  9.711329  29.22  0.000  0.000  0.000  
171  -0.246371  -0.338971  -0.494297  0.070492  0.057200  9.709731  29.22  0.000  0.000  0.000  
172  -0.284180  -0.347098  -0.486894  0.077632  0.053352  9.731050  29.22  0.000  0.000  0.000  
173  -0.200807  -0.352971  -0.539627  0.083755  0.067511  9.724878  29.22  0.000  0.000  0.000  
174  -0.216129  -0.329909  -0.554514  0.072263  0.053787  9.719709  29.22  0.000  0.000  0.000  
175  -0.238449  -0.367605  -0.592768  0.085005  0.068445  9.711895  29.22  0.000  0.000  0.000  
176  -0.246144  -0.353260  -0.547376  0.093787  0.053670  9.724934  29.22  0.000  0.000  0.000  
177  -0.283272  -0.400789  -0.480493  0.087150  0.055211  9.708018  29.22  0.000  0.000  0.000  
178  -0.254794  -0.246070  -0.561107  0.070003  0.068349  9.730286  29.22  0.000  0.000  0.000  
179  -0.223088  -0.360161  -0.577922  0.080057  0.061568  9.724492  29.22  0.000  0.000  0.000  
180  -0.239196  -0.300552  -0.501322  0.069805  0.049090  9.722714  29.21  0.000  0.000  0.000  
181  -0.276810  -0.354480  -0.494173  0.074123  0.056200  9.753473  29.21  0.000  0.000  0.000  
182  -0.283572  -0.384908  -0.510284  0.074727  0.065215  9.724985  29.21  0.000  0.000  0.000  
183  -0.154938  -0.405880  -0.547637  0.084224  0.052615  9.727235  29.21  0.000  0.000  0.000  
184  -0.261330  -0.376419  -0.539817  0.087951  0.060728  9.716140  29.21  0.000  0.000  0.000  
185  -0.230889  -0.337309  -0.577646  0.078925  0.068165  9.725193  29.23  0.000  0.000  0.000  
186  -0.245824  -0.368999  -0.525151  0.072919  0.065121  9.719073  29.23  0.000  0.000  0.000  
187  -0.291792  -0.315213  -0.562269  0.066292  0.056138  9.714489  29.23  0.000  0.000  0.000  
188  -0.261925  -0.308817  -0.478726  0.076530  0.061312  9.709250  29.23  0.000  0.000  0.000  
189  -0.253024  -0.384530  -0.518089  0.072877  0.066370  9.721755  29.23  0.000  0.000  0.000  
190  -0.283339  -0.392000  -0.540742  0.075824  0.056866  9.726298  29.20  0.000  0.000  0.000  
191  -0.254436  -0.285132  -0.516310  0.055011  0.066166  9.733185  29.20  0.000  0.000  0.000  
192  -0.253792  -0.369865  -0.479423  0.077692  0.058249  9.737345  29.20  0.000  0.000  0.000  
193  -0.269618  -0.299515  -0.569090  0.074155  0.057531  9.729216  29.20  0.000  0.000  0.000  
194  -0.201442  -0.315875  -0.478495  0.057377  0.058705  9.719193  29.20  0.000  0.000  0.000  
195  -0.231465  -0.331596  -0.471345  0.080774  0.068035  9.719446  29.22  0.000  0.000  0.000  
196  -0.284775  -0.308141  -0.523855  0.076622  0.063726  9.710709  29.22  0.000  0.000  0.000  
197  -0.292016  -0.317330  -0.448864  0.074762  0.068026  9.715749  29.22  0.000  0.000  0.000  
198  -0.246403  -0.346881  -0.479176  0.068121  0.058681  9.723539  29.22  0.000  0.000  0.000  
199  -0.246213  -0.368073  -0.569919  0.070512  0.051487  9.723620  29.22  0.000  0.000  0.000  
200  -0.291250  -0.384242  -0.547877  0.069292  0.055307  9.735258  29.23  0.000  0.000  0.000  
201  -0.268662  -0.360554  -0.577834  0.071226  0.070620  9.724681  29.23  0.000  0.000  0.000  
202  -0.238270  -0.376124  -0.547742  0.080619  0.053641  9.716394  29.23  0.000  0.000  0.000  
203  -0.245768  -0.383978  -0.540308  0.070596  0.067966  9.710398  29.23  0.000  0.000  0.000  
204  -0.223675  -0.330414  -0.531935  0.079981  0.050229  9.725124  29.23  0.000  0.000  0.000  
205  -0.231236  -0.354087  -0.494260  0.079568  0.064216  9.706541  29.21  0.000  0.000  0.000  
206  -0.231852  -0.307068  -0.553818  0.062158  0.051544  9.722259  29.21  0.000  0.000  0.000  
207  -0.269491  -0.339687  -0.463672  0.075397  0.061533  9.720408  29.21  0.000  0.000  0.000  
208  -0.284024  -0.331150  -0.524791  0.068655  0.057474  9.723100  29.21  0.000  0.000  0.000  
209  -0.299712  -0.323427  -0.531686  0.076001  0.062896  9.729594  29.21  0.000  0.000  0.000  
210  -0.231190  -0.353233  -0.539569  0.064006  0.063034  9.730424  29.23  0.000  0.000  0.000  
211  -0.246470  -0.339673  -0.456465  0.072345  0.064675  9.726791  29.23  0.000  0.000  0.000  
212  -0.292069  -0.315597  -0.539300  0.080051  0.052766  9.732997  29.23  0.000  0.000  0.000  
213  -0.261312  -0.337851  -0.562455  0.076571  0.069634  9.738436  29.23  0.000  0.000  0.000  
214  -0.254267  -0.338269  -0.531619  0.076760  0.076288  9.711700  29.23  0.000  0.000  0.000  
215  -0.314818  -0.322423  -0.592098  0.071855  0.062757  9.720169  29.23  0.000  0.000  0.000  
216  -0.284945  -0.315454  -0.538730  0.058700  0.059275  9.718677  29.23  0.000  0.000  0.000  
217  -0.261826  -0.308115  -0.516558  0.078926  0.062714  9.721406  29.23  0.000  0.000  0.000  
218  -0.238445  -0.392213  -0.502278  0.086729  0.062054  9.722320  29.23  0.000  0.000  0.000  
219  -0.201194  -0.330023  -0.539141  0.064571  0.059377  9.726903  29.23  0.000  0.000  0.000  
220  -0.284889  -0.300207  -0.538795  0.083264  0.068416  9.709566  29.22  0.000  0.000  0.000  
221  -0.245543  -0.421868  -0.555682  0.069353  0.058602  9.720098  29.22  0.000  0.000  0.000  
222  -0.261072  -0.384377  -0.525056  0.067565  0.059455  9.701134  29.22  0.000  0.000  0.000  
223  -0.254084  -0.361614  -0.509226  0.074873  0.067527  9.721237  29.22  0.000  0.000  0.000  
224  -0.254081  -0.346215  -0.516768  0.080140  0.058320  9.711032  29.22  0.000  0.000  0.000  
225  -0.209079  -0.323130  -0.501057  0.072317  0.052694  9.725235  29.22  0.000  0.000  0.000  
226  -0.306997  -0.346715  -0.516981  0.068279  0.070163  9.730602  29.22  0.000  0.000  0.000  
227  -0.239089  -0.339284  -0.471297  0.071678  0.052127  9.726444  29.22  0.000  0.000  0.000  
228  -0.291054  -0.406440  -0.585835  0.078292  0.054591  9.733861  29.22  0.000  0.000  0.000  
229  -0.261445  -0.330057  -0.569829  0.077063  0.057109  9.739836  29.22  0.000  0.000  0.000  
230  -0.223592  -0.346258  -0.501874  0.076958  0.046617  9.722097  29.22  0.000  0.000  0.000  
231  -0.283598  -0.384042  -0.555503  0.072301  0.058819  9.733003  29.22  0.000  0.000  0.000  
232  -0.194087  -0.314620  -0.538546  0.061093  0.064352  9.735500  29.22  0.000  0.000  0.000  
233  -0.201331  -0.307403  -0.523881  0.081251  0.057013  9.737017  29.22  0.000  0.000  0.000  
234  -0.231295  -0.391356  -0.539450  0.084987  0.054876  9.721181  29.22  0.000  0.000  0.000  
235  -0.231780  -0.307080  -0.553908  0.074158  0.058193  9.732632  29.24  0.000  0.000  0.000  
236  -0.126098  -0.314831  -0.492965  0.078938  0.055720  9.730804  29.24  0.000  0.000  0.000  
237  -0.261996  -0.315428  -0.531432  0.079502  0.052336  9.710211  29.24  0.000  0.000  0.000  
238  -0.253271  -0.368802  -0.540404  0.069755  0.050594  9.738847  29.24  0.000  0.000  0.000  
239  -0.307473  -0.340300  -0.448512  0.073048  0.062835  9.724877  29.24  0.000  0.000  0.000  
240  -0.314932  -0.316068  -0.524078  0.075997  0.062245  9.726763  29.23  0.000  0.000  0.000  
241  -0.223679  -0.376037  -0.539485  0.075364  0.056639  9.745845  29.23  0.000  0.000  0.000  
242  -0.261639  -0.354489  -0.486635  0.060412  0.059900  9.720875  29.23  0.000  0.000  0.000  
243  -0.239384  -0.314628  -0.561427  0.070061  0.062774  9.720123  29.23  0.000  0.000  0.000  
244  -0.261793  -0.338633  -0.516606  0.066913  0.051103  9.732981  29.23  0.000  0.000  0.000  
245  -0.292382  -0.300864  -0.508740  0.074150  0.058689  9.727256  29.23  0.000  0.000  0.000  
246  -0.276662  -0.339105  -0.501894  0.076509  0.059636  9.715377  29.23  0.000  0.000  0.000  
247  -0.208662  -0.360191  -0.561919  0.071152  0.053590  9.740355  29.23  0.000  0.000  0.000  
248  -0.276212  -0.376458  -0.547714  0.056959  0.077993  9.727901  29.23  0.000  0.000  0.000  
249  -0.261924  -0.347244  -0.463654  0.081427  0.066674  9.742643  29.23  0.000  0.000  0.000  
250  -0.284609  -0.346452  -0.516530  0.065866  0.060521  9.725086  29.23  0.000  0.000  0.000  
251  -0.315067  -0.330297  -0.576708  0.059887  0.055171  9.723489  29.23  0.000  0.000  0.000  
252  -0.276309  -0.383782  -0.562679  0.070031  0.064974  9.741446  29.23  0.000  0.000  0.000  
253  -0.223791  -0.376306  -0.524263  0.065946  0.067356  9.707597  29.23  0.000  0.000  0.000  
254  -0.261284  -0.377145  -0.502165  0.075303  0.054826  9.713204  29.23  0.000  0.000  0.000  
255  -0.268314  -0.383783  -0.563188  0.058500  0.057782  9.733973  29.22  0.000  0.000  0.000  
256  -0.314707  -0.353959  -0.539453  0.076096  0.068545  9.744020  29.22  0.000  0.000  0.000  
257  -0.224040  -0.352375  -0.576740  0.067146  0.065980  9.730166  29.22  0.000  0.000  0.000  
258  -0.186373  -0.330405  -0.508545  0.071161  0.055088  9.724853  29.22  0.000  0.000  0.000  
259  -0.269585  -0.330032  -0.569139  0.073036  0.058854  9.735509  29.22  0.000  0.000  0.000  
260  -0.307213  -0.321497  -0.637376  0.082547  0.055312  9.742723  29.24  0.000  0.000  0.000  
261  -0.246911  -0.345217  -0.561506  0.073639  0.055858  9.735441  29.24  0.000  0.000  0.000  
262  -0.246713  -0.346973  -0.471250  0.064086  0.067842  9.732058  29.24  0.000  0.000  0.000  
263  -0.231788  -0.331255  -0.486027  0.072927  0.052855  9.734041  29.24  0.000  0.000  0.000  
264  -0.246418  -0.400275  -0.479172  0.081386  0.055551  9.723318  29.24  0.000  0.000  0.000  
265  -0.186141  -0.369302  -0.471134  0.070628  0.059858  9.724113  29.24  0.000  0.000  0.000  
266  -0.216294  -0.361830  -0.478899  0.067678  0.067663  9.724545  29.24  0.000  0.000  0.000  
